PP,Date,Time,Task,Auditory,Visual,epsilon,trial,TEstim,TEpp,dimstim,dimpp,taustim,taupp,C,rmse,tau,cbyrmse,dimhatstim,dimhatpp,tauhatstim,tauhatpp,permtest12,permtest21,interactdelay12,interactdelay21,surrprop12,surrprop21
6,200123,100940,2,1,0,0,21,0.00350880992371394,-0.0004752056890589,3,3,0.418604651162791,0.418604651162791,0.387,0.681,-0.067,1.761,5,5,0.152616279069767,0.152616279069767,NaN,NaN,50,210,0.951666666666667,0.978333333333333
6,200123,101048,2,1,0,0,22,0.0116918947978306,-0.00783675618642765,3,3,0.441860465116279,0.441860465116279,0.376,0.643,-0.112,1.71,5,5,0.152616279069767,0.152616279069767,NaN,NaN,50,210,0.995833333333333,0.531666666666667
6,200123,101154,2,1,0,0,23,0.00506385520359043,-0.0114597560275524,3,3,0.395348837209302,0.418604651162791,0.378,0.51,-0.08,1.351,5,5,0.152616279069767,0.152616279069767,NaN,NaN,50,210,0.976666666666667,0.169166666666667
6,200123,101300,2,1,0,0,24,-0.00506519749848455,-0.0090298324170961,3,3,0.395348837209302,0.418604651162791,0.326,0.455,-0.119,1.394,5,5,0.152616279069767,0.152616279069767,NaN,NaN,50,210,0.574166666666667,0.409166666666667
6,200123,101407,2,1,0,0,25,0.0104927945544142,-0.0135972049282558,3,3,0.418604651162791,0.441860465116279,0.38,0.553,-0.104,1.454,5,5,0.152616279069767,0.174418604651163,NaN,NaN,50,210,0.994166666666667,0.0625
6,200123,101514,2,1,0,0,26,0.00440601716797961,-0.00685185551766287,3,3,0.395348837209302,0.418604651162791,0.343,0.473,-0.053,1.378,5,5,0.152616279069767,0.152616279069767,NaN,NaN,50,210,0.964166666666667,0.624166666666667
6,200123,101621,2,1,0,0,27,-0.000287807664102635,-0.00535726869834763,3,3,0.418604651162791,0.418604651162791,0.413,0.522,-0.085,1.263,5,5,0.152616279069767,0.152616279069767,NaN,NaN,50,210,0.850833333333333,0.760833333333333
6,200123,101728,2,1,0,0,28,0.0107698172407391,-0.00551521163185575,3,3,0.418604651162791,0.441860465116279,0.503,0.631,-0.019,1.253,5,5,0.152616279069767,0.152616279069767,NaN,NaN,50,210,0.995,0.748333333333333
6,200123,101836,2,1,0,0,29,0.00249616992577262,-0.00929112348641681,3,3,0.418604651162791,0.418604651162791,0.458,0.549,-0.067,1.199,5,5,0.152616279069767,0.152616279069767,NaN,NaN,50,210,0.936666666666667,0.373333333333333
6,200123,101943,2,1,0,0,30,-0.000133574516063106,-0.00260335975457648,3,3,0.418604651162791,0.418604651162791,0.535,0.604,-0.061,1.129,5,5,0.152616279069767,0.130813953488372,NaN,NaN,50,210,0.8525,0.933333333333333
6,200123,102249,2,1,0,0,31,0.00530308238608779,-0.00122848589462121,3,3,0.418604651162791,0.441860465116279,0.565,0.758,-0.102,1.343,5,5,0.152616279069767,0.152616279069767,NaN,NaN,50,210,0.981666666666667,0.966666666666667
6,200123,102355,2,1,0,0,32,0.0175412604357068,-0.007525700910473,3,3,0.418604651162791,0.418604651162791,0.433,0.625,-0.133,1.444,5,5,0.152616279069767,0.152616279069767,NaN,NaN,50,210,1,0.5575
6,200123,102502,2,1,0,0,33,-0.000729367447712237,-0.0151288255317015,3,3,0.418604651162791,0.441860465116279,0.406,0.615,-0.063,1.514,5,5,0.152616279069767,0.152616279069767,NaN,NaN,50,210,0.829166666666667,0.0283333333333333
6,200123,102609,2,1,0,0,34,0.0032274210375991,-0.00627162766865363,3,3,0.395348837209302,0.395348837209302,0.456,0.616,-0.114,1.352,5,5,0.152616279069767,0.152616279069767,NaN,NaN,50,210,0.9475,0.675833333333333
6,200123,102717,2,1,0,0,35,0.0012657278640964,-0.0049137103371022,3,3,0.418604651162791,0.418604651162791,0.334,0.54,-0.105,1.617,5,5,0.152616279069767,0.130813953488372,NaN,NaN,50,210,0.906666666666667,0.795
6,200123,102825,2,1,0,0,36,0.00726924089985226,-0.00219402977278516,3,3,0.418604651162791,0.418604651162791,0.379,0.58,-0.046,1.529,5,5,0.152616279069767,0.130813953488372,NaN,NaN,50,210,0.989166666666667,0.9475
6,200123,102933,2,1,0,0,37,-0.00455177845968091,-0.00821800160488895,3,3,0.418604651162791,0.418604651162791,0.364,0.546,-0.042,1.501,5,5,0.152616279069767,0.130813953488372,NaN,NaN,50,210,0.604166666666667,0.49
6,200123,103040,2,1,0,0,38,0.000766691506850492,-0.01011711079555,3,3,0.418604651162791,0.418604651162791,0.612,0.704,-0.045,1.151,5,5,0.152616279069767,0.152616279069767,NaN,NaN,50,210,0.8925,0.2875
