"pp","task_label","training_phase_label","score","c","pitch_error","te12rescaled","te21rescaled","Training"
"21","Periodic Fixed","PostTest",0.420333333333333,0.759333333333333,1.833,1.26165685197128,0.949041510756925,"Periodic Fixed"
"21","Periodic Fixed","Retention",0.4638,0.779,1.7318,-0.1072604663732,0.729736331443338,"Periodic Fixed"
"22","Chaotic","PreTest",0.124,0.362,3.039,-0.309348305088273,0.430821516103958,"Periodic Fixed"
"22","Chaotic","PostTest",0.326333333333333,0.483666666666667,1.50133333333333,0.995817665107566,0.0480634249216943,"Periodic Fixed"
"22","Chaotic","Retention",0.3024,0.4822,1.627,2.36781035686135,1.71762045455437,"Periodic Fixed"
"22","Chaotic Visual","PreTest",1.29,0.567,0.441,2.2412831455213,0.915402190728408,"Periodic Fixed"
"22","Chaotic Visual","PostTest",1.16933333333333,0.465333333333333,0.400666666666667,2.19853059978444,1.25581079319974,"Periodic Fixed"
"22","Chaotic Visual","Retention",1.2288,0.5088,0.4166,2.29256104554217,0.514783288864291,"Periodic Fixed"
"22","Periodic Fadeout (SCT)","PreTest",0.2216,0.7286,3.373,-1.27074845854604,-0.025354628370148,"Periodic Fixed"
"22","Periodic Fadeout (SCT)","PostTest",0.326333333333333,0.860333333333333,2.63766666666667,-0.163406970374049,0.235509044886499,"Periodic Fixed"
"22","Periodic Fadeout (SCT)","Retention",0.422,0.8802,2.1592,-0.11133679793869,0.0628745316566601,"Periodic Fixed"
"22","Periodic Fixed","PreTest",0.2548,0.7606,3.0524,0.420451273977505,0.13300867643943,"Periodic Fixed"
"22","Periodic Fixed","PostTest",0.452333333333333,0.829333333333333,1.84166666666667,-0.182343296366329,-0.890793967265298,"Periodic Fixed"
"22","Periodic Fixed","Retention",0.283,0.8116,2.9246,-0.093293034545234,1.2776368216226,"Periodic Fixed"
"23","Chaotic","PreTest",0.3504,0.5034,1.4364,4.00547223355992,0.571708746532175,"Chaotic Non-interactive"
"23","Chaotic","PostTest",0.418666666666667,0.521666666666667,1.251,3.6370386973832,1.14837126103678,"Chaotic Non-interactive"
"23","Chaotic","Retention",0.3544,0.5166,1.4558,4.61882144374921,0.904740741664132,"Chaotic Non-interactive"
"23","Chaotic Visual","PreTest",1.3796,0.6186,0.4498,4.45095895092766,1.26030655761078,"Chaotic Non-interactive"
"23","Chaotic Visual","PostTest",1.253,0.520666666666667,0.417666666666667,4.87606732478293,1.8235048289533,"Chaotic Non-interactive"
"23","Chaotic Visual","Retention",1.5186,0.5732,0.3866,4.26519992176014,1.62759888463762,"Chaotic Non-interactive"
"23","Periodic Fadeout (SCT)","PreTest",0.5446,0.9362,1.7618,0.204207343083066,-0.53294849724109,"Chaotic Non-interactive"
"23","Periodic Fadeout (SCT)","PostTest",0.484666666666667,0.927333333333333,2.077,0.57679728899269,0.04100149675022,"Chaotic Non-interactive"
"23","Periodic Fadeout (SCT)","Retention",0.6486,0.9378,1.4694,-0.125284598490198,-0.810234241905401,"Chaotic Non-interactive"
"23","Periodic Fixed","PreTest",0.5514,0.8448,1.5338,-0.00489246540860218,-0.247686071709395,"Chaotic Non-interactive"
"23","Periodic Fixed","PostTest",0.636333333333333,0.927666666666667,1.51133333333333,0.527517920690105,0.17312721564592,"Chaotic Non-interactive"
"23","Periodic Fixed","Retention",0.4444,0.9218,2.0986,0.662414247334789,-0.913990903741101,"Chaotic Non-interactive"
"24","Chaotic","PreTest",0.3564,0.4496,1.321,3.41179331722928,-0.0835007283114554,"Periodic Fixed"
"24","Chaotic","PostTest",0.346666666666667,0.502,1.466,4.05941163014517,-0.303415689080824,"Periodic Fixed"
"24","Chaotic","Retention",0.345,0.5376,1.5818,2.26002568198711,-0.21617260744575,"Periodic Fixed"
"24","Chaotic Visual","PreTest",1.6964,0.6448,0.38,4.22176489617034,1.09969738267298,"Periodic Fixed"
"24","Chaotic Visual","PostTest",1.63266666666667,0.644333333333333,0.395666666666667,3.88912266311026,1.29772744820532,"Periodic Fixed"
"24","Chaotic Visual","Retention",1.7822,0.7242,0.4058,4.45083416005595,0.885457169679162,"Periodic Fixed"
"24","Periodic Fadeout (SCT)","PreTest",0.5392,0.9286,1.874,0.443505222373962,-0.707732860476886,"Periodic Fixed"
"24","Periodic Fadeout (SCT)","PostTest",0.724,0.963666666666667,1.35866666666667,-0.183668255243571,0.341215319278316,"Periodic Fixed"
"24","Periodic Fadeout (SCT)","Retention",0.5796,0.9574,1.6932,0.627280549518218,-0.393248968926233,"Periodic Fixed"
"24","Periodic Fixed","PreTest",0.5272,0.8782,1.7326,0.724295603342356,-0.0180057365769542,"Periodic Fixed"
"24","Periodic Fixed","PostTest",0.471333333333333,0.906,1.92866666666667,0.611007094960153,-0.62284477147379,"Periodic Fixed"
"24","Periodic Fixed","Retention",0.4258,0.7822,1.8348,-0.491803597500672,-0.619552825234281,"Periodic Fixed"
"25","Chaotic","PreTest",0.2888,0.4414,1.5684,1.45397663135401,1.36566409099372,"Chaotic Interactive"
"25","Chaotic","PostTest",0.468,0.499333333333333,1.06666666666667,1.60930643053233,-0.261737217752928,"Chaotic Interactive"
"25","Chaotic","Retention",0.3834,0.4862,1.2754,1.58107160312033,0.0749270691318942,"Chaotic Interactive"
"25","Chaotic Visual","PreTest",1.8062,0.6564,0.3636,3.31087350263305,0.740747530089921,"Chaotic Interactive"
"25","Chaotic Visual","PostTest",1.68266666666667,0.609333333333333,0.362333333333333,4.42227230407255,0.283938797451779,"Chaotic Interactive"
"25","Chaotic Visual","Retention",2.0334,0.7134,0.351,3.96840195491103,0.576230726180293,"Chaotic Interactive"
"25","Periodic Fadeout (SCT)","PreTest",0.227,0.7602,3.4734,-0.779125715809898,0.0403582165478197,"Chaotic Interactive"
"25","Periodic Fadeout (SCT)","PostTest",0.318,0.852,2.68666666666667,0.00740191885978557,0.597864608307294,"Chaotic Interactive"
"25","Periodic Fadeout (SCT)","Retention",0.3558,0.8634,2.486,-0.703426255173009,0.129429939781934,"Chaotic Interactive"
"25","Periodic Fixed","PreTest",0.3236,0.7028,2.2046,-0.335164597667867,0.394624725374575,"Chaotic Interactive"
"25","Periodic Fixed","PostTest",0.517666666666667,0.726666666666667,1.40833333333333,0.751049826373195,-0.267049663481748,"Chaotic Interactive"
"25","Periodic Fixed","Retention",0.5194,0.7766,1.614,0.25095857826204,0.119188908629304,"Chaotic Interactive"
"26","Chaotic","PreTest",0.2116,0.44,2.4554,1.24799316103697,0.0433741555620995,"Chaotic Interactive"
"26","Chaotic","PostTest",0.227,0.402666666666667,2.13266666666667,1.76406600643071,0.893869539124672,"Chaotic Interactive"
"26","Chaotic","Retention",0.476,0.5574,1.185,3.61486325929275,1.13890398741426,"Chaotic Interactive"
"26","Chaotic Visual","PreTest",1.4746,0.5624,0.3802,3.88798350724931,0.472869873691195,"Chaotic Interactive"
"26","Chaotic Visual","PostTest",1.46433333333333,0.547333333333333,0.373666666666667,3.93814107525106,0.898090622926347,"Chaotic Interactive"
"26","Chaotic Visual","Retention",1.5818,0.6494,0.4104,4.97378978296462,2.25584202868289,"Chaotic Interactive"
"26","Periodic Fadeout (SCT)","PreTest",0.239,0.8062,3.5166,0.322034010537095,0.104459227372384,"Chaotic Interactive"
"26","Periodic Fadeout (SCT)","PostTest",0.325333333333333,0.822,2.68033333333333,0.113024647583896,0.977124633362167,"Chaotic Interactive"
"26","Periodic Fadeout (SCT)","Retention",0.2658,0.7498,2.8612,0.741060721166212,-0.304595019600186,"Chaotic Interactive"
"26","Periodic Fixed","PreTest",0.2018,0.5742,3.1282,-0.895034784608425,0.0234960683670962,"Chaotic Interactive"
"26","Periodic Fixed","PostTest",0.348666666666667,0.646,2.099,0.182697472267844,-0.15029258204107,"Chaotic Interactive"
"26","Periodic Fixed","Retention",0.5586,0.8218,1.5046,0.428069048371933,-0.264996547476837,"Chaotic Interactive"
"27","Chaotic","PreTest",0.13,0.3944,3.041,-0.427062828364796,-0.477479955182169,"Periodic Fixed"
"27","Chaotic","PostTest",0.136333333333333,0.421666666666667,3.18533333333333,-0.518734100014957,0.541971507630256,"Periodic Fixed"
"27","Chaotic","Retention",0.121,0.2778,2.317,0.116459331139685,-0.0889783585563276,"Periodic Fixed"
"27","Chaotic Visual","PreTest",1.1516,0.5012,0.4404,3.4545534382513,0.197365583505058,"Periodic Fixed"
"27","Chaotic Visual","PostTest",1.04766666666667,0.478,0.457,2.60056018541053,0.568171931299714,"Periodic Fixed"
"27","Chaotic Visual","Retention",1.0218,0.4408,0.4324,2.14394281519603,0.413095912979625,"Periodic Fixed"
"27","Periodic Fadeout (SCT)","PreTest",0.1536,0.7506,4.8984,-0.695137588363434,0.0890023108812747,"Periodic Fixed"
"27","Periodic Fadeout (SCT)","PostTest",0.141,0.857333333333333,6.38,-0.722081983741073,0.0846481049700348,"Periodic Fixed"
"27","Periodic Fadeout (SCT)","Retention",0.1984,0.8924,4.5294,-0.0641372076255752,0.00681165428436559,"Periodic Fixed"
"27","Periodic Fixed","PreTest",0.0608,0.2008,3.4178,-1.17262535631049,0.283001007394643,"Periodic Fixed"
"27","Periodic Fixed","PostTest",0.264333333333333,0.75,2.91533333333333,-0.0494428078756853,0.606984839055353,"Periodic Fixed"
"27","Periodic Fixed","Retention",0.183,0.5542,3.1684,-0.639745206266063,-0.502682005301672,"Periodic Fixed"
"28","Chaotic","PreTest",0.322,0.4278,1.3406,1.80135593864987,0.106829948829041,"Chaotic Interactive"
"28","Chaotic","PostTest",0.408666666666667,0.482333333333333,1.18266666666667,4.13653946265787,0.774321458625356,"Chaotic Interactive"
"28","Chaotic","Retention",0.363,0.478,1.333,3.802517065002,0.80738806018205,"Chaotic Interactive"
"28","Chaotic Visual","PreTest",1.621,0.6352,0.3912,3.40501799363062,0.3074313165177,"Chaotic Interactive"
"28","Chaotic Visual","PostTest",1.493,0.579666666666667,0.388666666666667,4.50026477211785,0.82001559776819,"Chaotic Interactive"
"28","Chaotic Visual","Retention",1.8388,0.7364,0.4006,5.37527602375437,2.22897596943838,"Chaotic Interactive"
"28","Periodic Fadeout (SCT)","PreTest",0.4846,0.9208,1.923,-0.117455404165287,-0.30761033592777,"Chaotic Interactive"
"28","Periodic Fadeout (SCT)","PostTest",0.467,0.935333333333333,2.00666666666667,0.0575417385885294,0.85349839159968,"Chaotic Interactive"
"28","Periodic Fadeout (SCT)","Retention",0.3802,0.9104,2.406,0.042908393540901,0.372113344289032,"Chaotic Interactive"
"28","Periodic Fixed","PreTest",0.2608,0.4424,1.7012,-1.23854391550196,-0.622011502143487,"Chaotic Interactive"
"28","Periodic Fixed","PostTest",0.273333333333333,0.475,1.733,-1.20749920150356,-1.36223903793815,"Chaotic Interactive"
"28","Periodic Fixed","Retention",0.4574,0.7004,1.5328,-0.721819786322774,-0.0376941293044012,"Chaotic Interactive"
"30","Chaotic","PreTest",0.2746,0.4008,1.4968,1.22620073650391,0.186463250879436,"Chaotic Interactive"
"30","Chaotic","PostTest",0.501333333333333,0.52,1.037,2.92787911075791,1.40159531017809,"Chaotic Interactive"
"30","Chaotic","Retention",0.3924,0.4526,1.1684,2.94538580740883,0.672026874187175,"Chaotic Interactive"
"30","Chaotic Visual","PreTest",1.5482,0.543,0.3528,4.12164056515363,1.67560519036933,"Chaotic Interactive"
"30","Chaotic Visual","PostTest",1.42533333333333,0.493333333333333,0.346666666666667,4.47617707917279,2.68526933769122,"Chaotic Interactive"
"30","Chaotic Visual","Retention",1.5332,0.5156,0.337,5.15031679658144,1.20142093639087,"Chaotic Interactive"
"30","Periodic Fadeout (SCT)","PreTest",0.1006,0.385,3.818,-1.77567535420004,-0.403183013795103,"Chaotic Interactive"
"30","Periodic Fadeout (SCT)","PostTest",0.246333333333333,0.74,3.15766666666667,0.183817647809551,-0.885449091567669,"Chaotic Interactive"
"30","Periodic Fadeout (SCT)","Retention",0.153,0.4976,3.264,-1.03034282354999,-0.158494807692795,"Chaotic Interactive"
"30","Periodic Fixed","PreTest",0.0976,0.1624,1.8054,-0.536619415526293,0.849018647365619,"Chaotic Interactive"
"30","Periodic Fixed","PostTest",0.305333333333333,0.541333333333333,1.81133333333333,-0.946676181364688,0.394304741172864,"Chaotic Interactive"
"30","Periodic Fixed","Retention",0.0834,0.2348,2.8334,-0.985170247988447,-0.12063240225599,"Chaotic Interactive"
