FileName,PP,Day,Date,TaskCode,TrainingPhase,TrainingPhaseLabel,Visual,Score,C,tau,PitchError,TE12rescaled,TE21rescaled
trial_log-200129-092451_task011_aud1_vis0_eps000_pp14_d1_test_SCT,14,1,200129-092451,11,-1,PreTest__,0,0.231,0.578,0.067,2.506,-0.991536934472865,-0.545173060858291
trial_log-200129-092556_task011_aud1_vis0_eps000_pp14_d1_test_SCT,14,1,200129-092556,11,-1,PreTest__,0,0.409,0.689,-0.189,1.682,0.506996610039005,0.143203193400144
trial_log-200129-092702_task011_aud1_vis0_eps000_pp14_d1_test_SCT,14,1,200129-092702,11,-1,PreTest__,0,0.228,0.661,0.155,2.897,-0.329091573732389,0.897582790093208
trial_log-200129-104123_task011_aud1_vis0_eps000_pp14_d1_test_SCT,14,1,200129-104123,11,1,PostTest_,0,0.441,0.834,-0.159,1.893,1.04873736024434,-0.216477146619294
trial_log-200129-104230_task011_aud1_vis0_eps000_pp14_d1_test_SCT,14,1,200129-104230,11,1,PostTest_,0,0.41,0.721,-0.085,1.761,-0.650725370426179,-0.0011820262113724
trial_log-200129-104336_task011_aud1_vis0_eps000_pp14_d1_test_SCT,14,1,200129-104336,11,1,PostTest_,0,0.507,0.668,0.127,1.319,-1.20435485594711,0.634608751097075
trial_log-200130-141428_task011_aud1_vis0_eps000_pp14_d2_test_SCT,14,2,200130-141428,11,2,Retention,0,0.232,0.656,0.266,2.833,-1.28989715424501,0.756355820555206
trial_log-200130-141532_task011_aud1_vis0_eps000_pp14_d2_test_SCT,14,2,200130-141532,11,2,Retention,0,0.275,0.715,0.029,2.604,0.967553494081585,-0.353894753248605
trial_log-200130-141636_task011_aud1_vis0_eps000_pp14_d2_test_SCT,14,2,200130-141636,11,2,Retention,0,0.283,0.646,-0.153,2.279,0.0382581300747824,-0.456711268321193
trial_log-200130-141739_task011_aud1_vis0_eps000_pp14_d2_test_SCT,14,2,200130-141739,11,2,Retention,0,0.243,0.517,-0.345,2.126,-0.0247052152437695,1.17347724157869
trial_log-200130-141843_task011_aud1_vis0_eps000_pp14_d2_test_SCT,14,2,200130-141843,11,2,Retention,0,0.188,0.46,0.079,2.444,-0.712058486270027,0.730569145246179
trial_log-200129-113219_task011_aud1_vis0_eps000_pp15_d1_test_SCT,15,1,200129-113219,11,-1,PreTest__,0,0.316,0.578,-0.276,1.829,-0.140556620398127,0.687539933093806
trial_log-200129-113324_task011_aud1_vis0_eps000_pp15_d1_test_SCT,15,1,200129-113324,11,-1,PreTest__,0,0.309,0.585,-0.11,1.896,-1.5047059710182,-2.11402997334971
trial_log-200129-113430_task011_aud1_vis0_eps000_pp15_d1_test_SCT,15,1,200129-113430,11,-1,PreTest__,0,0.567,0.821,-0.07,1.448,-1.08220670230323,-1.43225658367427
trial_log-200129-113534_task011_aud1_vis0_eps000_pp15_d1_test_SCT,15,1,200129-113534,11,-1,PreTest__,0,0.407,0.649,0.487,1.595,0.461412924365509,1.45273737725433
trial_log-200129-113640_task011_aud1_vis0_eps000_pp15_d1_test_SCT,15,1,200129-113640,11,-1,PreTest__,0,0.315,0.646,0.181,2.05,0.223609716803549,-0.512336511051945
trial_log-200129-125826_task011_aud1_vis0_eps000_pp15_d1_test_SCT,15,1,200129-125826,11,1,PostTest_,0,0.193,0.35,0.1,1.811,-1.5915472723056,0.409505313664803
trial_log-200129-125931_task011_aud1_vis0_eps000_pp15_d1_test_SCT,15,1,200129-125931,11,1,PostTest_,0,0.813,0.926,-0.233,1.138,0.32973669561308,0.194577965251995
trial_log-200129-130037_task011_aud1_vis0_eps000_pp15_d1_test_SCT,15,1,200129-130037,11,1,PostTest_,0,0.388,0.697,0.017,1.797,-0.760549736806015,0.0096197662249634
trial_log-200130-152106_task011_aud1_vis0_eps000_pp15_d2_test_SCT,15,2,200130-152106,11,2,Retention,0,0.578,0.839,-0.097,1.452,-0.461351359835519,-0.679378535730894
trial_log-200130-152210_task011_aud1_vis0_eps000_pp15_d2_test_SCT,15,2,200130-152210,11,2,Retention,0,0.527,0.785,-0.403,1.491,-0.402145145452782,-0.913816910528759
trial_log-200130-152313_task011_aud1_vis0_eps000_pp15_d2_test_SCT,15,2,200130-152313,11,2,Retention,0,0.396,0.639,-0.482,1.614,-0.752682273047019,-0.990536100190798
trial_log-200130-152417_task011_aud1_vis0_eps000_pp15_d2_test_SCT,15,2,200130-152417,11,2,Retention,0,0.299,0.451,-0.205,1.507,-0.119052529758746,0.394106663409649
trial_log-200130-152521_task011_aud1_vis0_eps000_pp15_d2_test_SCT,15,2,200130-152521,11,2,Retention,0,0.766,0.904,0.003,1.181,0.309961758984608,-2.18626333051028
trial_log-200220-130733_task011_aud1_vis0_eps000_pp17_d1_test_SCT,17,1,200220-130733,11,-1,PreTest__,0,0.508,0.827,0.118,1.63,0.529495001643971,0.609224341395683
trial_log-200220-130856_task011_aud1_vis0_eps000_pp17_d1_test_SCT,17,1,200220-130856,11,-1,PreTest__,0,0.264,0.588,0.23,2.225,-1.11879348393503,0.230179731758984
trial_log-200220-131003_task011_aud1_vis0_eps000_pp17_d1_test_SCT,17,1,200220-131003,11,-1,PreTest__,0,0.45,0.867,-0.244,1.926,1.68855850810685,-0.574851075419888
trial_log-200220-131108_task011_aud1_vis0_eps000_pp17_d1_test_SCT,17,1,200220-131108,11,-1,PreTest__,0,0.258,0.421,-0.272,1.632,0.0621018981728535,0.175923522849462
trial_log-200220-131214_task011_aud1_vis0_eps000_pp17_d1_test_SCT,17,1,200220-131214,11,-1,PreTest__,0,0.458,0.929,-0.14,2.029,0.336711759451893,-0.466930384931627
trial_log-200220-143944_task011_aud1_vis0_eps000_pp17_d1_test_SCT,17,1,200220-143944,11,1,PostTest_,0,0.551,0.746,-0.008,1.355,0.154470472208722,-0.556495043279073
trial_log-200220-144057_task011_aud1_vis0_eps000_pp17_d1_test_SCT,17,1,200220-144057,11,1,PostTest_,0,0.36,0.819,0.047,2.277,0.448162462478799,0.698233267493743
trial_log-200220-144202_task011_aud1_vis0_eps000_pp17_d1_test_SCT,17,1,200220-144202,11,1,PostTest_,0,0.228,0.477,0.207,2.097,-1.6528187430567,0.0685246116984863
trial_log-200221-140623_task011_aud1_vis0_eps000_pp17_d2_test_SCT,17,2,200221-140623,11,2,Retention,0,0.476,0.664,-0.242,1.396,-0.956929141795443,-0.12313761265846
trial_log-200221-140728_task011_aud1_vis0_eps000_pp17_d2_test_SCT,17,2,200221-140728,11,2,Retention,0,0.543,0.794,-0.087,1.461,0.748597143865526,0.356821654222594
trial_log-200221-140834_task011_aud1_vis0_eps000_pp17_d2_test_SCT,17,2,200221-140834,11,2,Retention,0,0.485,0.749,-0.047,1.546,0.712626869403885,0.435519253826783
trial_log-200221-140940_task011_aud1_vis0_eps000_pp17_d2_test_SCT,17,2,200221-140940,11,2,Retention,0,0.568,0.752,-0.479,1.323,1.59301431722635,0.575374464373349
trial_log-200221-141045_task011_aud1_vis0_eps000_pp17_d2_test_SCT,17,2,200221-141045,11,2,Retention,0,0.452,0.651,-0.086,1.44,-1.60733593664626,0.0238635636517099
trial_log-200203-092736_task011_aud1_vis0_eps000_pp18_d1_test_SCT,18,1,200203-092736,11,-1,PreTest__,0,0.418,0.878,-0.067,2.104,1.5914731281786,0.718775062003181
trial_log-200203-092841_task011_aud1_vis0_eps000_pp18_d1_test_SCT,18,1,200203-092841,11,-1,PreTest__,0,0.4,0.733,0.062,1.834,0.36776159616058,-0.561876879037571
trial_log-200203-093005_task011_aud1_vis0_eps000_pp18_d1_test_SCT,18,1,200203-093005,11,-1,PreTest__,0,0.436,0.874,0.059,2.006,0.69782429387029,-0.360535306235483
trial_log-200203-093110_task011_aud1_vis0_eps000_pp18_d1_test_SCT,18,1,200203-093110,11,-1,PreTest__,0,0.374,0.768,0.045,2.054,0.0815437643451314,1.08299188654707
trial_log-200203-093216_task011_aud1_vis0_eps000_pp18_d1_test_SCT,18,1,200203-093216,11,-1,PreTest__,0,0.405,0.835,0.363,2.065,1.2578785964475,0.571631106289296
trial_log-200203-105136_task011_aud1_vis0_eps000_pp18_d1_test_SCT,18,1,200203-105136,11,1,PostTest_,0,0.367,0.832,-0.134,2.269,0.325554696936134,0.814180464484809
trial_log-200203-105247_task011_aud1_vis0_eps000_pp18_d1_test_SCT,18,1,200203-105247,11,1,PostTest_,0,0.299,0.807,0.189,2.695,0.0926410179617789,0.0122074828742647
trial_log-200203-105353_task011_aud1_vis0_eps000_pp18_d1_test_SCT,18,1,200203-105353,11,1,PostTest_,0,0.408,0.875,0.021,2.143,0.141841867093456,1.28254684860343
trial_log-200204-092249_task011_aud1_vis0_eps000_pp18_d2_test_SCT,18,2,200204-092249,11,2,Retention,0,0.286,0.629,-0.101,2.198,0.394177524199261,1.67552565666345
trial_log-200204-092351_task011_aud1_vis0_eps000_pp18_d2_test_SCT,18,2,200204-092351,11,2,Retention,0,0.255,0.519,-0.323,2.038,0.735753934110683,1.54630732026572
trial_log-200204-092455_task011_aud1_vis0_eps000_pp18_d2_test_SCT,18,2,200204-092455,11,2,Retention,0,0.287,0.57,0.022,1.985,-0.358015339022151,-0.390910024654782
trial_log-200204-092558_task011_aud1_vis0_eps000_pp18_d2_test_SCT,18,2,200204-092558,11,2,Retention,0,0.268,0.583,-0.165,2.179,-0.796812261915186,1.90083877142669
trial_log-200204-092703_task011_aud1_vis0_eps000_pp18_d2_test_SCT,18,2,200204-092703,11,2,Retention,0,0.223,0.53,-0.347,2.377,-0.369643301164309,-0.491496860962141
trial_log-200203-111024_task011_aud1_vis0_eps000_pp19_d1_test_SCT,19,1,200203-111024,11,-1,PreTest__,0,0.298,0.486,-0.316,1.631,-1.0933483778195,1.45275187160013
trial_log-200203-111133_task011_aud1_vis0_eps000_pp19_d1_test_SCT,19,1,200203-111133,11,-1,PreTest__,0,0.525,0.825,0.081,1.571,0.545765023206349,1.69859064595216
trial_log-200203-111238_task011_aud1_vis0_eps000_pp19_d1_test_SCT,19,1,200203-111238,11,-1,PreTest__,0,0.598,0.911,-0.097,1.524,0.247279503190032,0.0835138268291772
trial_log-200203-111346_task011_aud1_vis0_eps000_pp19_d1_test_SCT,19,1,200203-111346,11,-1,PreTest__,0,0.453,0.884,0.005,1.951,0.356487464603459,0.327194177586959
trial_log-200203-123322_task011_aud1_vis0_eps000_pp19_d1_test_SCT,19,1,200203-123322,11,1,PostTest_,0,0.468,0.791,-0.175,1.689,0.941984834718345,0.593403264879844
trial_log-200203-123428_task011_aud1_vis0_eps000_pp19_d1_test_SCT,19,1,200203-123428,11,1,PostTest_,0,0.347,0.849,0.208,2.448,1.80354883444317,0.890919270096063
trial_log-200203-123533_task011_aud1_vis0_eps000_pp19_d1_test_SCT,19,1,200203-123533,11,1,PostTest_,0,0.412,0.842,-0.193,2.044,3.61778133195328,2.05825155657059
trial_log-200205-100242_task011_aud1_vis0_eps000_pp19_d2_test_SCT,19,2,200205-100242,11,2,Retention,0,0.231,0.829,-0.122,3.592,-0.504494110291621,-1.10712663658638
trial_log-200205-100346_task011_aud1_vis0_eps000_pp19_d2_test_SCT,19,2,200205-100346,11,2,Retention,0,0.253,0.911,0.284,3.599,1.2818434205644,-0.4158020141617
trial_log-200205-100451_task011_aud1_vis0_eps000_pp19_d2_test_SCT,19,2,200205-100451,11,2,Retention,0,0.284,0.936,0.031,3.297,2.81068529308582,1.03018059223409
trial_log-200205-100557_task011_aud1_vis0_eps000_pp19_d2_test_SCT,19,2,200205-100557,11,2,Retention,0,0.313,0.928,0.282,2.967,0.995394696336614,-0.838785464773702
trial_log-200205-100703_task011_aud1_vis0_eps000_pp19_d2_test_SCT,19,2,200205-100703,11,2,Retention,0,0.318,0.924,0.192,2.902,0.555521999567239,-1.27355187509115
trial_log-200219-140055_task011_aud1_vis0_eps000_pp20_d1_test_SCT,20,1,200219-140055,11,-1,PreTest__,0,0.397,0.915,0.522,2.303,0.282624451858858,-0.398766735857385
trial_log-200219-140158_task011_aud1_vis0_eps000_pp20_d1_test_SCT,20,1,200219-140158,11,-1,PreTest__,0,0.357,0.797,-0.144,2.231,-0.714388802400604,-2.12648185796063
trial_log-200219-140301_task011_aud1_vis0_eps000_pp20_d1_test_SCT,20,1,200219-140301,11,-1,PreTest__,0,0.242,0.626,0.131,2.582,-1.11590834247583,-0.82436976073051
trial_log-200219-140404_task011_aud1_vis0_eps000_pp20_d1_test_SCT,20,1,200219-140404,11,-1,PreTest__,0,0.371,0.839,-0.061,2.264,-0.550201031519595,-0.142525169608132
trial_log-200219-140508_task011_aud1_vis0_eps000_pp20_d1_test_SCT,20,1,200219-140508,11,-1,PreTest__,0,0.416,0.924,-0.087,2.219,0.022516317183757,-0.20860914083112
trial_log-200219-153359_task011_aud1_vis0_eps000_pp20_d1_test_SCT,20,1,200219-153359,11,1,PostTest_,0,0.451,0.921,0.056,2.044,2.6547340557084,0.618996497696984
trial_log-200219-153503_task011_aud1_vis0_eps000_pp20_d1_test_SCT,20,1,200219-153503,11,1,PostTest_,0,0.272,0.672,0.052,2.47,-1.10642696907703,-1.6065573958114
trial_log-200219-153606_task011_aud1_vis0_eps000_pp20_d1_test_SCT,20,1,200219-153606,11,1,PostTest_,0,0.351,0.791,0.345,2.253,-1.1338397318732,0.15995686652717
trial_log-200221-111755_task011_aud1_vis0_eps000_pp20_d2_test_SCT,20,2,200221-111755,11,2,Retention,0,0.368,0.626,-0.319,1.701,-0.396389512390888,-0.460373072490122
trial_log-200221-111900_task011_aud1_vis0_eps000_pp20_d2_test_SCT,20,2,200221-111900,11,2,Retention,0,0.32,0.595,0.223,1.86,-0.499648595751003,-1.55274506672637
trial_log-200221-112006_task011_aud1_vis0_eps000_pp20_d2_test_SCT,20,2,200221-112006,11,2,Retention,0,0.337,0.59,-0.168,1.749,-0.417268089970377,1.18632693814301
trial_log-200221-112111_task011_aud1_vis0_eps000_pp20_d2_test_SCT,20,2,200221-112111,11,2,Retention,0,0.291,0.605,0.021,2.081,-2.07888577789412,0.738657184826294
trial_log-200221-112217_task011_aud1_vis0_eps000_pp20_d2_test_SCT,20,2,200221-112217,11,2,Retention,0,0.38,0.83,0.013,2.184,0.524416589858417,0.531077004729299
trial_log-200224-151324_task011_aud1_vis0_eps000_pp21_d1_test_SCT,21,1,200224-151324,11,-1,PreTest__,0,0.171,0.49,-0.344,2.871,-0.378535252528222,1.3989586106426
trial_log-200224-151442_task011_aud1_vis0_eps000_pp21_d1_test_SCT,21,1,200224-151442,11,-1,PreTest__,0,0.298,0.567,0.188,1.902,-2.19752264304041,-0.911102077197789
trial_log-200224-151545_task011_aud1_vis0_eps000_pp21_d1_test_SCT,21,1,200224-151545,11,-1,PreTest__,0,0.276,0.603,0.019,2.182,-1.19440350638711,-0.596820030458398
trial_log-200224-151649_task011_aud1_vis0_eps000_pp21_d1_test_SCT,21,1,200224-151649,11,-1,PreTest__,0,0.183,0.37,-0.017,2.025,-1.22683803573752,0.560461211042741
trial_log-200224-151752_task011_aud1_vis0_eps000_pp21_d1_test_SCT,21,1,200224-151752,11,-1,PreTest__,0,0.356,0.739,0.053,2.078,-1.33229860425251,0.362872361613404
trial_log-200224-163243_task011_aud1_vis0_eps000_pp21_d1_test_SCT,21,1,200224-163243,11,1,PostTest_,0,0.403,0.786,0.103,1.948,-0.125051803027563,0.517316489469254
trial_log-200224-163346_task011_aud1_vis0_eps000_pp21_d1_test_SCT,21,1,200224-163346,11,1,PostTest_,0,0.367,0.743,0.074,2.025,1.85934500627034,1.21362579321292
trial_log-200224-163450_task011_aud1_vis0_eps000_pp21_d1_test_SCT,21,1,200224-163450,11,1,PostTest_,0,0.491,0.749,0.13,1.526,2.05067735267105,1.1161822495886
trial_log-200226-120845_task011_aud1_vis0_eps000_pp21_d2_test_SCT,21,2,200226-120845,11,2,Retention,0,0.482,0.835,0.222,1.733,1.38910512737231,-0.0385489217068934
trial_log-200226-120948_task011_aud1_vis0_eps000_pp21_d2_test_SCT,21,2,200226-120948,11,2,Retention,0,0.578,0.859,-0.102,1.486,0.587646037545048,1.44041092654905
trial_log-200226-121051_task011_aud1_vis0_eps000_pp21_d2_test_SCT,21,2,200226-121051,11,2,Retention,0,0.347,0.73,-0.401,2.103,-1.84037344744426,1.18920090170402
trial_log-200226-121155_task011_aud1_vis0_eps000_pp21_d2_test_SCT,21,2,200226-121155,11,2,Retention,0,0.572,0.826,0.079,1.444,-0.0601683614691292,-0.0551983453180762
trial_log-200226-121259_task011_aud1_vis0_eps000_pp21_d2_test_SCT,21,2,200226-121259,11,2,Retention,0,0.34,0.645,0.002,1.893,-0.612511687869969,1.11281709598859
trial_log-200204-101407_task011_aud1_vis0_eps000_pp22_d1_test_SCT,22,1,200204-101407,11,-1,PreTest__,0,0.314,0.854,0.029,2.719,0.8476816570431,0.88144007919303
trial_log-200204-101529_task011_aud1_vis0_eps000_pp22_d1_test_SCT,22,1,200204-101529,11,-1,PreTest__,0,0.339,0.91,0.256,2.687,0.3177123815969,-0.238540196553231
trial_log-200204-101632_task011_aud1_vis0_eps000_pp22_d1_test_SCT,22,1,200204-101632,11,-1,PreTest__,0,0.186,0.597,-0.294,3.216,0.163863362819057,-1.02618444028721
trial_log-200204-101737_task011_aud1_vis0_eps000_pp22_d1_test_SCT,22,1,200204-101737,11,-1,PreTest__,0,0.248,0.809,0.041,3.262,0.515775507079201,0.679653848672745
trial_log-200204-101841_task011_aud1_vis0_eps000_pp22_d1_test_SCT,22,1,200204-101841,11,-1,PreTest__,0,0.187,0.633,0.329,3.378,0.257223461349265,0.368674091171815
trial_log-200204-114822_task011_aud1_vis0_eps000_pp22_d1_test_SCT,22,1,200204-114822,11,1,PostTest_,0,0.465,0.76,-0.005,1.636,-0.435629155073798,-0.70166498505246
trial_log-200204-114930_task011_aud1_vis0_eps000_pp22_d1_test_SCT,22,1,200204-114930,11,1,PostTest_,0,0.467,0.855,-0.168,1.833,0.176105734680121,-1.51996079142532
trial_log-200204-115034_task011_aud1_vis0_eps000_pp22_d1_test_SCT,22,1,200204-115034,11,1,PostTest_,0,0.425,0.873,-0.199,2.056,-0.28750646870531,-0.450756125318115
trial_log-200205-110226_task011_aud1_vis0_eps000_pp22_d2_test_SCT,22,2,200205-110226,11,2,Retention,0,0.221,0.926,0.134,4.182,0.319318843485178,3.20104589150807
trial_log-200205-110329_task011_aud1_vis0_eps000_pp22_d2_test_SCT,22,2,200205-110329,11,2,Retention,0,0.278,0.639,-0.072,2.295,-0.24619254057289,1.52675865301207
trial_log-200205-110433_task011_aud1_vis0_eps000_pp22_d2_test_SCT,22,2,200205-110433,11,2,Retention,0,0.286,0.703,0.249,2.455,-0.553594166592203,-0.778540962463379
trial_log-200205-110537_task011_aud1_vis0_eps000_pp22_d2_test_SCT,22,2,200205-110537,11,2,Retention,0,0.316,0.89,0.271,2.822,-0.23401595722622,0.925628164439116
trial_log-200205-110642_task011_aud1_vis0_eps000_pp22_d2_test_SCT,22,2,200205-110642,11,2,Retention,0,0.314,0.9,0.067,2.869,0.248018648179965,1.51329236161711
trial_log-200205-142328_task011_aud1_vis0_eps000_pp23_d1_test_SCT,23,1,200205-142328,11,-1,PreTest__,0,0.543,0.802,-0.298,1.478,-2.09267685343311,-0.445727786636017
trial_log-200205-142432_task011_aud1_vis0_eps000_pp23_d1_test_SCT,23,1,200205-142432,11,-1,PreTest__,0,0.475,0.695,0.094,1.463,-0.916980262028841,0.496151892866618
trial_log-200205-142535_task011_aud1_vis0_eps000_pp23_d1_test_SCT,23,1,200205-142535,11,-1,PreTest__,0,0.626,0.889,0.102,1.42,0.219771668588439,-0.663841381271486
trial_log-200205-142639_task011_aud1_vis0_eps000_pp23_d1_test_SCT,23,1,200205-142639,11,-1,PreTest__,0,0.577,0.9,0.088,1.559,1.79062415252658,0.622585252093818
trial_log-200205-142744_task011_aud1_vis0_eps000_pp23_d1_test_SCT,23,1,200205-142744,11,-1,PreTest__,0,0.536,0.938,-0.046,1.749,0.974798967303921,-1.24759833559991
trial_log-200205-154452_task011_aud1_vis0_eps000_pp23_d1_test_SCT,23,1,200205-154452,11,1,PostTest_,0,0.481,0.926,0.123,1.924,0.40045344202813,0.773057783734519
trial_log-200205-154603_task011_aud1_vis0_eps000_pp23_d1_test_SCT,23,1,200205-154603,11,1,PostTest_,0,0.659,0.899,-0.269,1.364,0.0207046271070342,1.02097843033446
trial_log-200205-154707_task011_aud1_vis0_eps000_pp23_d1_test_SCT,23,1,200205-154707,11,1,PostTest_,0,0.769,0.958,-0.295,1.246,1.16139569293515,-1.27465456713122
trial_log-200206-151011_task011_aud1_vis0_eps000_pp23_d2_test_SCT,23,2,200206-151011,11,2,Retention,0,0.452,0.944,0.064,2.09,-0.10396785050916,-1.06809043338438
trial_log-200206-151115_task011_aud1_vis0_eps000_pp23_d2_test_SCT,23,2,200206-151115,11,2,Retention,0,0.475,0.903,-0.003,1.901,-0.392196601326972,-2.20180092530847
trial_log-200206-151219_task011_aud1_vis0_eps000_pp23_d2_test_SCT,23,2,200206-151219,11,2,Retention,0,0.366,0.95,-0.121,2.597,2.59689231452358,-0.0191344079689954
trial_log-200206-151322_task011_aud1_vis0_eps000_pp23_d2_test_SCT,23,2,200206-151322,11,2,Retention,0,0.457,0.889,0.269,1.948,0.883882911606646,-0.637313263001301
trial_log-200206-151431_task011_aud1_vis0_eps000_pp23_d2_test_SCT,23,2,200206-151431,11,2,Retention,0,0.472,0.923,-0,1.957,0.32746046237985,-0.643615489042359
trial_log-200211-091605_task011_aud1_vis0_eps000_pp24_d1_test_SCT,24,1,200211-091605,11,-1,PreTest__,0,0.369,0.819,0.1,2.218,1.03181776296668,0.418902069292314
trial_log-200211-091719_task011_aud1_vis0_eps000_pp24_d1_test_SCT,24,1,200211-091719,11,-1,PreTest__,0,0.586,0.925,0.051,1.579,0.680015636903028,-1.10183171326357
trial_log-200211-091828_task011_aud1_vis0_eps000_pp24_d1_test_SCT,24,1,200211-091828,11,-1,PreTest__,0,0.705,0.929,0.37,1.318,1.64110019865434,0.320613337517006
trial_log-200211-091933_task011_aud1_vis0_eps000_pp24_d1_test_SCT,24,1,200211-091933,11,-1,PreTest__,0,0.529,0.851,-0.246,1.609,-0.381161316890139,0.646439568088931
trial_log-200211-092040_task011_aud1_vis0_eps000_pp24_d1_test_SCT,24,1,200211-092040,11,-1,PreTest__,0,0.447,0.867,-0.084,1.939,0.649705735077871,-0.374151944519452
trial_log-200211-103537_task011_aud1_vis0_eps000_pp24_d1_test_SCT,24,1,200211-103537,11,1,PostTest_,0,0.476,0.877,0.234,1.842,1.30430672851143,0.80277027205665
trial_log-200211-103706_task011_aud1_vis0_eps000_pp24_d1_test_SCT,24,1,200211-103706,11,1,PostTest_,0,0.501,0.931,-0.133,1.859,0.5752912029033,-1.11883018973915
trial_log-200211-103818_task011_aud1_vis0_eps000_pp24_d1_test_SCT,24,1,200211-103818,11,1,PostTest_,0,0.437,0.91,0.021,2.085,-0.0465766465342711,-1.55247439673887
trial_log-200212-133325_task011_aud1_vis0_eps000_pp24_d2_test_SCT,24,2,200212-133325,11,2,Retention,0,0.458,0.887,0.126,1.935,-0.757645123689222,-1.49441088556102
trial_log-200212-133431_task011_aud1_vis0_eps000_pp24_d2_test_SCT,24,2,200212-133431,11,2,Retention,0,0.421,0.737,-0.193,1.752,0.11506175299444,-1.02487200828398
trial_log-200212-133536_task011_aud1_vis0_eps000_pp24_d2_test_SCT,24,2,200212-133536,11,2,Retention,0,0.443,0.804,-0.101,1.813,-0.852019502543274,0.574884765461865
trial_log-200212-133642_task011_aud1_vis0_eps000_pp24_d2_test_SCT,24,2,200212-133642,11,2,Retention,0,0.406,0.764,-0.069,1.88,-0.452403058555858,-1.49591514612417
trial_log-200212-133747_task011_aud1_vis0_eps000_pp24_d2_test_SCT,24,2,200212-133747,11,2,Retention,0,0.401,0.719,-0.134,1.794,-0.512012055709444,0.3425491483359
trial_log-200225-091439_task011_aud1_vis0_eps000_pp25_d1_test_SCT,25,1,200225-091439,11,-1,PreTest__,0,0.223,0.509,-0.246,2.282,-0.62923079548118,-1.11842484120997
trial_log-200225-091553_task011_aud1_vis0_eps000_pp25_d1_test_SCT,25,1,200225-091553,11,-1,PreTest__,0,0.348,0.708,0.07,2.038,-0.0650993039982493,0.583791009864794
trial_log-200225-091700_task011_aud1_vis0_eps000_pp25_d1_test_SCT,25,1,200225-091700,11,-1,PreTest__,0,0.361,0.75,-0.119,2.076,-0.575585411745967,0.920429616933795
trial_log-200225-091809_task011_aud1_vis0_eps000_pp25_d1_test_SCT,25,1,200225-091809,11,-1,PreTest__,0,0.257,0.656,0.136,2.552,-0.750868313487526,0.825079729865821
