pp,trial,condition,period,LyapsTutor,LyaplTutor,LyapsTrainee,LyaplTrainee
28.0000,33.0000,25.0000,965.5637,1.6795,0.4132,0.9462,0.1705
28.0000,34.0000,25.0000,970.5825,1.7048,0.2962,0.8445,0.1683
28.0000,35.0000,25.0000,891.2676,1.7353,0.5177,1.2308,0.1558
28.0000,36.0000,25.0000,1001.9063,1.5437,0.2041,0.9298,0.1793
28.0000,37.0000,25.0000,996.2318,1.7676,0.2845,0.8906,0.1585
28.0000,38.0000,25.0000,995.4444,1.6185,0.3895,0.9144,0.1610
28.0000,39.0000,25.0000,987.4751,1.7869,0.1496,0.9730,0.1105
28.0000,40.0000,25.0000,992.4721,1.9233,0.2642,0.8959,0.1660
29.0000,1.0000,10.0000,1037.3971,0.6648,0.0678,0.5300,0.0910
29.0000,2.0000,10.0000,1040.2302,0.6050,0.1189,0.7194,0.1304
29.0000,3.0000,10.0000,1038.2734,0.6173,0.0659,0.7106,0.1378
29.0000,4.0000,10.0000,1038.6282,0.5890,0.0678,0.6660,0.1520
29.0000,5.0000,10.0000,1031.6829,0.6218,0.1105,0.8132,0.1167
29.0000,6.0000,10.0000,1025.7568,0.6444,0.0931,0.5661,0.0622
29.0000,7.0000,10.0000,1024.5197,0.6006,0.0954,0.7107,0.0820
29.0000,8.0000,10.0000,1026.2772,0.5665,0.1183,0.7562,0.1182
29.0000,9.0000,10.0000,1030.5059,0.5793,0.1203,0.7869,0.0726
29.0000,10.0000,10.0000,1035.9975,0.5462,0.0927,0.7495,0.0630
29.0000,11.0000,10.0000,1021.0259,0.6215,0.0754,0.8004,0.1315
29.0000,12.0000,10.0000,1028.1031,0.6425,0.1536,0.6585,0.1553
29.0000,13.0000,10.0000,1029.6184,0.6104,0.1057,0.8056,0.1741
29.0000,14.0000,10.0000,1040.6016,0.5202,0.0467,0.8105,0.0970
29.0000,15.0000,10.0000,1043.7803,0.6747,0.1220,0.8178,0.1010
29.0000,16.0000,10.0000,1032.8858,0.6531,0.0732,0.7461,0.1081
29.0000,17.0000,10.0000,1036.2601,0.6281,0.1217,0.8618,0.1096
29.0000,18.0000,10.0000,1044.1567,0.5844,0.0911,0.7954,0.1379
29.0000,19.0000,10.0000,1038.9096,0.5386,0.0579,0.6672,0.1031
29.0000,20.0000,10.0000,1042.9068,0.6415,0.1600,0.6251,0.1886
29.0000,21.0000,10.0000,1029.7284,0.7857,0.1317,0.6455,0.0889
29.0000,22.0000,10.0000,1032.5579,0.4866,0.0843,0.6527,0.1048
29.0000,23.0000,10.0000,1035.0042,0.6077,0.1526,0.6490,0.1128
29.0000,24.0000,10.0000,1050.1626,0.5856,0.1055,0.5694,0.1294
29.0000,25.0000,10.0000,1042.8679,0.5575,0.1016,0.6164,0.0806
29.0000,26.0000,10.0000,1038.4871,0.6264,0.1439,0.8625,0.1747
29.0000,27.0000,10.0000,1045.7578,0.5724,0.0732,0.6874,0.0865
29.0000,28.0000,10.0000,1043.2456,0.5523,0.1380,0.7414,0.1584
29.0000,29.0000,10.0000,1039.4384,0.5755,0.0874,0.7608,0.1256
29.0000,30.0000,10.0000,1036.7421,0.6729,0.1855,0.6671,0.0695
29.0000,31.0000,10.0000,1040.6811,0.5886,0.0940,0.7864,0.1182
29.0000,32.0000,10.0000,1039.4888,0.4750,0.0436,0.7337,0.1296
29.0000,33.0000,10.0000,1045.6680,0.5984,0.0731,0.7917,0.1092
29.0000,34.0000,10.0000,1042.7396,0.5223,0.1032,0.8321,0.0932
29.0000,35.0000,10.0000,1045.9122,0.6348,0.1004,0.7263,0.0745
29.0000,36.0000,10.0000,1043.9013,0.5981,0.1420,0.6222,0.0971
29.0000,37.0000,10.0000,1046.0044,0.5167,0.0767,0.7745,0.0853
29.0000,38.0000,10.0000,1043.0378,0.5625,0.0309,0.7740,0.1329
29.0000,39.0000,10.0000,1046.6542,0.5899,0.1065,0.7485,0.1046
29.0000,40.0000,10.0000,1042.9139,0.5572,0.1068,0.6233,0.0906
30.0000,1.0000,25.0000,896.9677,1.9884,0.3967,0.7345,0.0837
30.0000,2.0000,25.0000,951.2403,1.9327,0.3706,0.7035,0.0686
30.0000,3.0000,25.0000,937.5094,1.8907,0.4241,0.6033,0.0843
30.0000,4.0000,25.0000,904.5137,1.8944,0.3573,0.6089,0.1063
30.0000,5.0000,25.0000,1003.2663,1.6548,0.3212,0.6352,0.1095
30.0000,6.0000,25.0000,995.9647,1.5546,0.3739,0.6130,0.1173
30.0000,7.0000,25.0000,952.1433,1.8769,0.4039,0.6703,0.1268
30.0000,8.0000,25.0000,880.0704,1.7033,0.5095,0.7988,0.1085
30.0000,9.0000,25.0000,937.9215,1.9706,0.4219,0.7294,0.0678
30.0000,10.0000,25.0000,985.3723,1.7653,0.4087,0.7030,0.0516
30.0000,11.0000,25.0000,1003.4538,1.6575,0.3833,0.6003,0.1021
30.0000,12.0000,25.0000,963.9366,1.8059,0.3913,0.7716,0.0703
30.0000,13.0000,25.0000,1021.6420,1.8554,0.2901,0.6373,0.0908
30.0000,14.0000,25.0000,935.7194,1.9403,0.3317,0.5839,0.0912
30.0000,15.0000,25.0000,994.8533,1.9520,0.1697,0.7209,0.0884
30.0000,16.0000,25.0000,954.1193,1.7908,0.3647,0.7043,0.0651
30.0000,17.0000,25.0000,1023.2904,1.7622,0.3297,0.7000,0.0707
30.0000,18.0000,25.0000,969.4767,1.6545,0.3625,0.6714,0.0885
30.0000,19.0000,25.0000,968.8084,1.7487,0.4079,0.8405,0.1070
30.0000,20.0000,25.0000,931.3616,2.0897,0.3177,0.8059,0.0937
30.0000,21.0000,25.0000,956.6507,1.7073,0.4159,0.8406,0.1079
30.0000,22.0000,25.0000,1015.8097,1.7507,0.4039,0.7381,0.1254
30.0000,23.0000,25.0000,1007.3419,1.8812,0.3625,0.6509,0.0331
30.0000,24.0000,25.0000,930.6850,2.0262,0.4496,0.7238,0.1215
30.0000,25.0000,25.0000,956.0491,1.6765,0.3602,0.7909,0.0682
30.0000,26.0000,25.0000,904.7929,1.9193,0.4670,0.8643,0.0932
30.0000,27.0000,25.0000,1028.3989,1.6820,0.4766,0.6033,0.0607
30.0000,28.0000,25.0000,915.3147,1.8009,0.4868,0.6088,0.0911
30.0000,29.0000,25.0000,928.4472,1.7910,0.3837,0.6590,0.0720
30.0000,30.0000,25.0000,948.6148,1.8485,0.3059,0.6038,0.0861
30.0000,31.0000,25.0000,1016.5634,1.7921,0.2903,0.7307,0.0912
30.0000,32.0000,25.0000,970.2138,1.6096,0.5413,0.8188,0.0720
30.0000,33.0000,25.0000,1009.2684,1.7779,0.4052,0.6760,0.0952
30.0000,34.0000,25.0000,966.1618,1.6314,0.4685,0.8107,0.1109
30.0000,35.0000,25.0000,1036.7513,1.4035,0.3480,0.5291,0.1161
30.0000,36.0000,25.0000,1052.8992,1.6059,0.3295,0.6177,0.0367
30.0000,37.0000,25.0000,985.4250,1.6415,0.4377,0.8968,0.0959
30.0000,38.0000,25.0000,928.5325,1.9067,0.3295,0.8900,0.1161
30.0000,39.0000,25.0000,978.8992,1.5746,0.3774,0.8786,0.0667
30.0000,40.0000,25.0000,996.4033,1.6312,0.3579,0.8102,0.0518
31.0000,1.0000,30.0000,702.7932,2.0406,0.5455,0.8979,0.1269
31.0000,2.0000,30.0000,712.6933,2.2560,0.5071,0.8829,0.1534
31.0000,3.0000,30.0000,691.5044,2.1878,0.6004,0.8074,0.1251
31.0000,4.0000,30.0000,688.6983,2.2053,0.4945,0.9527,0.1432
31.0000,5.0000,30.0000,711.0794,1.9149,0.5461,0.7002,0.1620
31.0000,6.0000,30.0000,704.3752,2.3287,0.4202,0.5008,0.1139
31.0000,7.0000,30.0000,703.2257,2.1481,0.5578,0.6482,0.0814
31.0000,8.0000,30.0000,702.9433,2.1462,0.5657,0.6910,0.1523
31.0000,9.0000,30.0000,715.8434,1.9921,0.6204,0.6257,0.1229
31.0000,10.0000,30.0000,700.4700,2.0657,0.6226,0.6594,0.0829
31.0000,11.0000,30.0000,712.5542,2.3082,0.5271,0.6663,0.1586
31.0000,12.0000,30.0000,697.8595,2.1285,0.4630,0.9315,0.1400
31.0000,13.0000,30.0000,700.8860,2.1018,0.6186,0.9003,0.1464
31.0000,14.0000,30.0000,713.4550,1.9995,0.6649,0.7033,0.1031
31.0000,15.0000,30.0000,711.4419,1.7036,0.6302,0.8422,0.1538
31.0000,16.0000,30.0000,714.0002,1.9346,0.6007,0.7486,0.0950
31.0000,17.0000,30.0000,713.5866,2.1776,0.6002,0.7920,0.1771
31.0000,18.0000,30.0000,718.3266,1.9808,0.5980,0.7507,0.1648
31.0000,19.0000,30.0000,714.0569,1.9571,0.6095,0.8434,0.1872
31.0000,20.0000,30.0000,722.2218,2.1298,0.5886,0.8380,0.1539
31.0000,21.0000,30.0000,725.3382,1.8861,0.4722,0.9830,0.1205
31.0000,22.0000,30.0000,722.9230,1.5549,0.5878,0.8204,0.1751
31.0000,23.0000,30.0000,708.9257,1.9752,0.5762,0.9869,0.1644
31.0000,24.0000,30.0000,714.2117,1.7959,0.7065,0.8436,0.1857
31.0000,25.0000,30.0000,722.4065,2.0256,0.7474,0.7781,0.1261
31.0000,26.0000,30.0000,720.3833,1.7467,0.5603,0.7563,0.1257
31.0000,27.0000,30.0000,725.8949,1.9334,0.6909,0.8571,0.1468
31.0000,28.0000,30.0000,714.3332,1.8522,0.5611,0.8411,0.1741
31.0000,29.0000,30.0000,730.8824,1.8915,0.6009,0.8784,0.1483
31.0000,30.0000,30.0000,721.0659,1.7592,0.6331,0.8272,0.1540
31.0000,31.0000,30.0000,727.2085,1.7544,0.6895,0.9730,0.1337
31.0000,32.0000,30.0000,720.2857,1.8125,0.6564,1.0629,0.1510
31.0000,33.0000,30.0000,730.0796,2.0103,0.6053,0.8814,0.1340
31.0000,34.0000,30.0000,730.6807,1.7892,0.5802,0.8183,0.1241
31.0000,35.0000,30.0000,721.0305,1.8791,0.7195,0.8122,0.1340
31.0000,36.0000,30.0000,726.1124,2.0525,0.6139,0.9011,0.1255
31.0000,37.0000,30.0000,723.0031,1.7938,0.6532,0.8601,0.1988
31.0000,38.0000,30.0000,717.4445,2.0240,0.4625,0.8736,0.1749
31.0000,39.0000,30.0000,712.9589,1.6846,0.7105,0.8879,0.1692
31.0000,40.0000,30.0000,731.1599,1.7161,0.5866,0.8694,0.1513
32.0000,1.0000,30.0000,731.5342,2.2994,0.5725,1.2085,0.1447
32.0000,2.0000,30.0000,718.4958,2.1913,0.6502,1.3621,0.1487
32.0000,3.0000,30.0000,713.5013,2.5159,0.5887,1.6622,0.2254
32.0000,4.0000,30.0000,720.1061,2.2550,0.5241,1.4238,0.1856
32.0000,5.0000,30.0000,716.8082,2.3591,0.6833,1.5111,0.1893
32.0000,6.0000,30.0000,718.2536,1.8774,0.5550,1.5527,0.2535
32.0000,7.0000,30.0000,719.6663,2.3154,0.5717,1.5815,0.2462
32.0000,8.0000,30.0000,731.8421,2.1202,0.6188,1.3634,0.1618
32.0000,9.0000,30.0000,720.6558,2.1949,0.7554,1.4168,0.1280
32.0000,10.0000,30.0000,724.3913,2.2004,0.5112,1.4013,0.1921
32.0000,11.0000,30.0000,717.1540,1.7742,0.6698,1.1294,0.2008
32.0000,12.0000,30.0000,708.4680,2.2562,0.6683,1.5244,0.2135
32.0000,13.0000,30.0000,723.8701,1.8533,0.5151,1.4290,0.1901
32.0000,14.0000,30.0000,720.1023,2.1041,0.6246,1.7003,0.2632
32.0000,15.0000,30.0000,716.0374,2.0965,0.7375,1.4615,0.1754
32.0000,16.0000,30.0000,717.8129,2.2505,0.7137,1.4936,0.1370
32.0000,17.0000,30.0000,724.8697,2.0250,0.7107,1.3019,0.1454
32.0000,18.0000,30.0000,720.6241,2.1558,0.5057,1.4835,0.2275
32.0000,19.0000,30.0000,717.4955,1.8714,0.6781,1.4224,0.1599
32.0000,20.0000,30.0000,704.8885,2.0078,0.7289,1.3315,0.2086
32.0000,21.0000,30.0000,710.1688,1.6918,0.8530,1.1301,0.2329
32.0000,22.0000,30.0000,721.2455,2.1186,0.4232,1.6591,0.2536
32.0000,23.0000,30.0000,712.9023,2.1043,0.7196,1.4312,0.1885
32.0000,24.0000,30.0000,707.8224,2.1700,0.5823,1.4408,0.2160
32.0000,25.0000,30.0000,731.1630,1.8904,0.5808,1.2793,0.2361
32.0000,26.0000,30.0000,711.7494,1.8116,0.6135,1.3799,0.2818
32.0000,27.0000,30.0000,711.9320,1.8065,0.7511,1.4050,0.2308
32.0000,28.0000,30.0000,712.7842,1.9626,0.6515,1.3393,0.1856
32.0000,29.0000,30.0000,729.6050,2.3037,0.5167,1.0693,0.2099
32.0000,30.0000,30.0000,714.6498,2.1128,0.6233,1.4903,0.1425
32.0000,31.0000,30.0000,719.8671,1.8255,0.5119,1.1460,0.1684
32.0000,32.0000,30.0000,725.6831,1.8022,0.6501,1.0774,0.2252
32.0000,33.0000,30.0000,719.4472,2.0636,0.6930,1.0920,0.1753
32.0000,34.0000,30.0000,718.6661,1.9875,0.6509,1.3810,0.1967
32.0000,35.0000,30.0000,706.2184,2.0693,0.6377,1.5103,0.2575
32.0000,36.0000,30.0000,728.2961,1.8339,0.6523,1.2795,0.2147
32.0000,37.0000,30.0000,719.9356,1.8958,0.4928,1.0564,0.1911
32.0000,38.0000,30.0000,723.4517,2.0568,0.6183,1.1644,0.2466
32.0000,39.0000,30.0000,726.2197,2.0912,0.6561,1.2641,0.1788
32.0000,40.0000,30.0000,710.0040,1.9316,0.7014,1.1825,0.1647
