"pp","Task Label","Training","c Delta% PostTest","c Delta% Retention","Pitch Error Delta% PostTest","Pitch Error Delta% Retention","Score Delta% PostTest","Score Delta% Retention","MLS Stimulus Delta% PostTest","MLS Stimulus Delta% Retention","MLL Stimulus Delta% PostTest","MLL Stimulus Delta% Retention","MLS User Delta% PostTest","MLS User Delta% Retention","MLL User Delta% PostTest","MLL User Delta% Retention","MLS Stimulus Training","MLL Stimulus Training","MLS User Training","MLL User Training"
"22","Chaotic","Periodic Fixed",33.609576427256,33.2044198895028,-50.59778435889,-46.4626521882198,163.172043010753,143.870967741935,-1.19955182086418,-1.19955182086418,-3.23829734196222,-3.23829734196222,26.0029360224868,26.0470060579887,284.634884402495,98.2107867298435,0.217217719062883,0.0362856441640952,0.512455315903819,0.107885472408946
"22","Chaotic Visual","Periodic Fixed",-17.9306290417401,-10.2645502645502,-9.145880574452,-5.5328798185941,-9.35400516795866,-4.74418604651162,-0.232618854812954,0,-0.281244842572335,0,-13.1945985429012,9.34990807950102,56.8224971720885,66.4881460788064,0.217217719062883,0.0362856441640952,0.512455315903819,0.107885472408946
"22","Periodic Fadeout (SCT)","Periodic Fixed",18.0803367188215,20.8070271754049,-21.8005731791679,-35.9857693447969,47.2623345367028,90.4332129963899,-6.73123737741471,-0.714879955020592,-26.0910028641351,-32.0092298821111,-32.7078481798258,-27.478600551588,6.70039638734498,-18.3248899681544,0.217217719062883,0.0362856441640952,0.512455315903819,0.107885472408946
"22","Periodic Fixed","Periodic Fixed",9.0367253922342,6.70523271101761,-39.6649630891539,-4.1868693487092,77.5248560962847,11.0675039246468,2.68662962493387,2.57751821214049,-62.2390842660382,-7.10925341451528,4.05972235255937,-5.40523206716561,8.27959598490697,-9.90100953574098,0.217217719062883,0.0362856441640952,0.512455315903819,0.107885472408946
"23","Chaotic","Chaotic Non-interactive",3.62865845583366,2.62216924910605,-12.9072681704261,1.35059871901978,19.482496194825,1.14155251141553,-1.71812392021323,-0.603394927854123,-5.08009275488585,-1.64579656417704,47.492213528936,19.4065436183894,86.5078874094099,-1.34557622368862,1.50753731328903,0.735034957822207,0.852399053531566,0.124706471568775
"23","Chaotic Visual","Chaotic Non-interactive",-15.8314473542408,-7.33915292596185,-7.14391581443604,-14.0506891951979,-9.17657291968687,10.0753841693244,-0.702760827002377,-0.025660351849847,-0.850913982790951,0.352448033652149,2.32294221753856,6.22751106779283,30.6273703826707,15.7602351911484,1.50753731328903,0.735034957822207,0.852399053531566,0.124706471568775
"23","Periodic Fadeout (SCT)","Chaotic Non-interactive",-0.947091077405115,0.170903653065577,17.8907935066409,-16.596662504257,-11.0050189741706,19.0965846492839,-8.48143203743586,0.946409594967349,0.844612292155825,-14.3034784424676,21.6236175208369,16.4086161946186,13.0631570475451,-8.07403884635867,1.50753731328903,0.735034957822207,0.852399053531566,0.124706471568775
"23","Periodic Fixed","Chaotic Non-interactive",9.80902777777778,9.11458333333333,-1.46477159125483,36.8235754335637,15.4032160560996,-19.405150525934,19.7329571849389,12.8525064206696,-12.2821888351062,20.914749287114,61.5141960180869,18.3271030184751,-2.14214373383104,2.14893924848385,1.50753731328903,0.735034957822207,0.852399053531566,0.124706471568775
"24","Chaotic","Periodic Fixed",11.6548042704626,19.5729537366548,10.9765329295988,19.7426192278577,-2.73101384212495,-3.19865319865319,0,0.46451879743108,0,0.915704084794949,1.48933144187267,36.3394872110554,53.9637162516265,111.571176683064,0.176678014312149,0.0356034409586929,0.404238387538426,0.0672037184312265
"24","Chaotic Visual","Periodic Fixed",-0.0723738626964526,12.3138957816377,4.12280701754386,6.78947368421052,-3.75697555607955,5.05776939401084,-0.92402703592439,0.693020276943295,-1.11556694677951,0.836675210084639,2.63940170843262,11.8272514581305,45.0264462148241,66.1636452224416,0.176678014312149,0.0356034409586929,0.404238387538426,0.0672037184312265
"24","Periodic Fadeout (SCT)","Periodic Fixed",3.77629406274679,3.10144303252207,-27.4991106367841,-9.6478121664888,34.2729970326409,7.49258160237389,4.36684817820736,12.9749763635245,-22.1761814245756,16.9053289066398,-12.8146237479501,-13.7447897064554,20.9546405107123,-0.753219481508617,0.176678014312149,0.0356034409586929,0.404238387538426,0.0672037184312265
"24","Periodic Fixed","Periodic Fixed",3.16556593031201,-10.9314506946026,11.3163261379815,5.89864942860441,-10.5968639352554,-19.2336874051593,0.614583133036519,-6.04569729564069,13.0480217100483,0.269108614227546,-1.00835909151957,10.3514242157163,-10.9999185944379,-10.4516047273625,0.176678014312149,0.0356034409586929,0.404238387538426,0.0672037184312265
"25","Chaotic","Chaotic Interactive",13.1249056033832,10.1495242410512,-31.9901385700927,-18.6814588115277,62.0498614958449,32.7562326869806,-0.603394927854123,0.603394927854135,-1.64579656417704,1.64579656417704,0.433914829777984,19.4036936909875,24.9747651655971,64.3792003714719,1.75653519111528,0.281939897378288,0.414266552319685,0.0531875025849018
"25","Chaotic Visual","Chaotic Interactive",-7.17042453788341,8.6837294332724,-0.348368170150341,-3.46534653465347,-6.83940501236481,12.5788949175064,2.35911502627652,0,2.86072222808407,0,-8.15650862379697,-0.560928963953733,2.07601463389054,-15.3059810942516,1.75653519111528,0.281939897378288,0.414266552319685,0.0531875025849018
"25","Periodic Fadeout (SCT)","Chaotic Interactive",12.0757695343331,13.5753749013417,-22.6502370395962,-28.427477399666,40.0881057268722,56.7400881057269,1.05674544437528,14.2971864002768,28.1722539144397,8.20840924195296,-12.7344124976066,-0.155318546352865,-51.4178027879492,-24.627604359815,1.75653519111528,0.281939897378288,0.414266552319685,0.0531875025849018
"25","Periodic Fixed","Chaotic Interactive",3.39594004932651,10.5008537279454,-36.1184190631709,-26.7894402612719,59.9711578079934,60.5067985166873,-38.2174085901617,-14.5829825423432,-18.973946407458,25.4778460951397,-18.6345538184767,-7.15997874734253,-18.5777916536887,6.27405048981497,1.75653519111528,0.281939897378288,0.414266552319685,0.0531875025849018
"26","Chaotic","Chaotic Interactive",-8.48484848484848,26.6818181818182,-13.1438190654612,-51.7390241915777,7.27788279773157,124.952741020794,2.71469099794868,1.28862664801186,7.8370361538948,3.8490338803171,-0.135184198780157,-0.222983605438704,58.4723208077169,70.7031127068538,1.77004173168248,0.286098685728136,0.396436140913141,0.0796998794236806
"26","Chaotic Visual","Chaotic Interactive",-2.67899478425794,15.4694167852063,-1.71839382780993,7.9431877958969,-0.696234006962339,7.26976807269769,-0.92402703592439,0.693020276943295,-1.11556694677951,0.836675210084639,-12.9480418790868,19.9925682497275,-7.78707795143388,-26.0937500347993,1.77004173168248,0.286098685728136,0.396436140913141,0.0796998794236806
"26","Periodic Fadeout (SCT)","Chaotic Interactive",1.95981146117588,-6.99578268419747,-23.7805456027602,-18.6373201387704,36.1227336122733,11.2133891213389,7.00619596653566,-4.27521850279838,-2.43131130583636,21.6804506192594,-29.2065364773301,-7.80647645436093,-45.384220549144,-17.839403061939,1.77004173168248,0.286098685728136,0.396436140913141,0.0796998794236806
"26","Periodic Fixed","Chaotic Interactive",12.5043538836642,43.120863810519,-32.9007096732945,-51.9020522984464,72.7783283779319,176.808721506442,6.81262336295674,-1.96816976874333,63.9697677820799,34.9300473376829,-23.7461759827415,-0.92270149029504,-3.80633972676418,38.0608649623453,1.77004173168248,0.286098685728136,0.396436140913141,0.0796998794236806
"27","Chaotic","Periodic Fixed",6.91345503718727,-29.5638945233266,4.7462457524937,-23.8079579085827,4.87179487179487,-6.92307692307692,2.41357971141652,0.603394927854135,6.58318625670815,1.64579656417704,-6.37770274161207,-18.9869150711064,73.7826831590102,-35.0771619054187,0.208285732769032,0.0362402757422713,0.403057235501335,0.136330078692457
"27","Chaotic Visual","Periodic Fixed",-4.6288906624102,-12.0510774142059,3.76930063578565,-1.81653042688465,-9.02512446451313,-11.2712747481764,0.468507218001576,0,0.56727598852729,0,27.6429261066755,7.22854662665757,-89.386750241328,-23.5387941888658,0.208285732769032,0.0362402757422713,0.403057235501335,0.136330078692457
"27","Periodic Fadeout (SCT)","Periodic Fixed",14.2197353228528,18.8915534239275,30.2466111383309,-7.53307202351788,-8.20312499999998,29.1666666666667,9.14482111342334,5.6252479925419,6.31875820787074,-18.6159315292917,-18.25465481801,-18.2014039567237,32.6346214044332,-8.57104107178052,0.208285732769032,0.0362402757422713,0.403057235501335,0.136330078692457
"27","Periodic Fixed","Periodic Fixed",273.505976095618,175.996015936255,-14.7014648799423,-7.29709169641289,334.758771929825,200.986842105263,7.34695908210836,8.86049929559591,8.2681884452995,-20.4331199509203,-23.7283960121786,-19.80891632661,91.3589881747013,57.9051515226168,0.208285732769032,0.0362402757422713,0.403057235501335,0.136330078692457
"28","Chaotic","Chaotic Interactive",12.7473897459872,11.7344553529687,-11.7807946690537,-0.566910338654338,26.9151138716356,12.7329192546584,-4.00924968012253,-1.19240009235427,-11.2935781084058,-3.18669993235927,35.2343162779197,21.51125905134,204.88080570063,93.5129873857961,1.74945128773797,0.279860151705987,0.531505529929161,0.0913556103694987
"28","Chaotic Visual","Chaotic Interactive",-8.74265323257766,15.9319899244333,-0.647580095432856,2.40286298568508,-7.89636027143739,13.4361505243677,-1.39571312887767,0,-1.68746905543394,0,-9.06850903582678,-10.466642335896,41.2136358447328,-5.22479973273864,1.74945128773797,0.279860151705987,0.531505529929161,0.0913556103694987
"28","Periodic Fadeout (SCT)","Chaotic Interactive",1.57833767738198,-1.12945264986969,4.35084070029468,25.1170046801872,-3.63186132893108,-21.5435410647957,-9.21342552933461,-1.32314528081929,-22.6547687862896,-13.1905745104223,-0.275795401509413,-27.1990814950734,2.85604558571894,-16.4714279983618,1.74945128773797,0.279860151705987,0.531505529929161,0.0913556103694987
"28","Periodic Fixed","Chaotic Interactive",7.36889692585895,58.3182640144665,1.86926875146954,-9.89889489771926,4.80572597137012,75.383435582822,19.584159747306,1.83959460729458,35.7198855073573,-8.98800896333793,-11.4749632044794,-6.98070097996416,-11.7580634045962,10.8121033781919,1.74945128773797,0.279860151705987,0.531505529929161,0.0913556103694987
"30","Chaotic","Chaotic Interactive",29.7405189620759,12.9241516966068,-30.7188669160877,-21.9401389631213,82.5685846079146,42.8987618353969,-0.199925303477366,-0.599775910432097,-0.539716223660366,-1.61914867098111,19.0433193500919,-8.3880826278546,196.516614042745,38.6509337781142,1.76411863714171,0.284214793656864,0.414506898351315,0.0557901968294772
"30","Chaotic Visual","Chaotic Interactive",-9.14671577655004,-5.04604051565377,-1.73847316704459,-4.47845804988662,-7.93609783404384,-0.968867071437807,-2.75300224399756,-1.37650112199877,-3.31893215773524,-1.65946607886761,5.76204309632598,14.2574307274213,-17.2032118205491,16.3757988235231,1.76411863714171,0.284214793656864,0.414506898351315,0.0557901968294772
"30","Periodic Fadeout (SCT)","Chaotic Interactive",92.2077922077922,29.2467532467532,-17.2952680286363,-14.510214772132,144.864148442677,52.0874751491054,6.46423541010847,6.72371604319224,53.3780384546527,57.3397509265443,6.20950603409537,-3.75091414770803,46.1962322324626,-3.47237915343868,1.76411863714171,0.284214793656864,0.414506898351315,0.0557901968294772
"30","Periodic Fixed","Chaotic Interactive",233.333333333333,44.5812807881774,0.328643698534041,56.94029024039,212.841530054645,-14.5491803278688,-8.96808795632195,13.3441744946054,7.12275835810932,-4.62792760969773,62.7599060074379,23.6347301010791,44.3125392734381,32.6513352092162,1.76411863714171,0.284214793656864,0.414506898351315,0.0557901968294772
