"file_name","pp","day","date","task_code","training_phase","training_phase_label","visual","score","c","tau","pitch_error","max_lyap_stim_short","max_lyap_stim_long","max_lyap_user_short","max_lyap_user_long","training_condition","Training","task_label","trial","pre_score","pre_c","pre_tau","pre_pitch_error","pre_max_lyap_stim_short","pre_max_lyap_stim_long","pre_max_lyap_user_short","pre_max_lyap_user_long","score_delta","c_delta","tau_delta","pitch_error_delta","max_lyap_stim_short_delta","max_lyap_stim_long_delta","max_lyap_user_short_delta","max_lyap_user_long_delta"
"trial_log-200204-092455_task011_aud1_vis0_eps000_pp18_d2_test_SCT","18",2,"200204-092455","11",2,"Retention",0,0.287,0.57,0.022,1.985,0.265465208373087,0.0441394783864717,0.288196426943305,0.0999617180676932,"10","Periodic Fixed","Periodic Fixed",3,0.4066,0.8176,0.0924,2.0126,0.211609512304091,0.043000792531725,0.249010835989853,0.0987538984657188,-0.294146581406788,-30.2837573385519,-76.1904761904762,-1.37136042929543,25.4505080998454,2.64805783267046,15.7365003003519,1.22306017356233
"trial_log-200204-092558_task011_aud1_vis0_eps000_pp18_d2_test_SCT","18",2,"200204-092558","11",2,"Retention",0,0.268,0.583,-0.165,2.179,0.247498485038712,0.0457438869893354,0.352940996481291,0.127058806256338,"10","Periodic Fixed","Periodic Fixed",4,0.4066,0.8176,0.0924,2.0126,0.211609512304091,0.043000792531725,0.249010835989853,0.0987538984657188,-0.340875553369405,-28.6937377690802,-278.571428571429,8.26791215343336,16.9599997390699,6.37917186197588,41.7372039567279,28.6620662377647
"trial_log-200204-092703_task011_aud1_vis0_eps000_pp18_d2_test_SCT","18",2,"200204-092703","11",2,"Retention",0,0.223,0.53,-0.347,2.377,0.259162985443092,0.0256793855614394,0.427515877659544,0.105766026392828,"10","Periodic Fixed","Periodic Fixed",5,0.4066,0.8176,0.0924,2.0126,0.211609512304091,0.043000792531725,0.249010835989853,0.0987538984657188,-0.451549434333497,-35.1761252446184,-475.541125541126,18.1059326244659,22.4722757598273,-40.2815993623984,71.6856521364255,7.10060872132897
"trial_log-200203-111024_task011_aud1_vis0_eps000_pp19_d1_test_SCT","19",1,"200203-111024","11",-1,"PreTest",0,0.298,0.486,-0.316,1.631,0.184169116406948,0.00865535145365329,0.235869225991762,0.114975178742597,"30","Chaotic Non-interactive","Periodic Fixed",1,0.4685,0.7765,-0.08175,1.66925,0.194534455110213,0.0273041557568895,0.252021923530043,0.11355672919514,-0.36392742796158,-37.4114616870573,286.544342507645,-2.29144825520443,-5.32827909451454,-68.3002414331403,-6.40924301823893,1.24911095758996
"trial_log-200203-111133_task011_aud1_vis0_eps000_pp19_d1_test_SCT","19",1,"200203-111133","11",-1,"PreTest",0,0.525,0.825,0.081,1.571,0.151883007329559,0.0378115533156733,0.255021304791504,0.126766465020358,"30","Chaotic Non-interactive","Periodic Fixed",2,0.4685,0.7765,-0.08175,1.66925,0.194534455110213,0.0273041557568895,0.252021923530043,0.11355672919514,0.12059765208111,6.24597553122988,-199.082568807339,-5.88587689081923,-21.9248809967829,38.482777685344,1.19012712047002,11.6327195392518
"trial_log-200203-111238_task011_aud1_vis0_eps000_pp19_d1_test_SCT","19",1,"200203-111238","11",-1,"PreTest",0,0.598,0.911,-0.097,1.524,0.222229727351929,0.0232483117992395,0.321836882740569,0.141884373164151,"30","Chaotic Non-interactive","Periodic Fixed",3,0.4685,0.7765,-0.08175,1.66925,0.194534455110213,0.0273041557568895,0.252021923530043,0.11355672919514,0.27641408751334,17.3213135866066,18.6544342507645,-8.70151265538415,14.2366925314207,-14.8543100682635,27.7019388760454,24.9458082931678
"trial_log-200203-111346_task011_aud1_vis0_eps000_pp19_d1_test_SCT","19",1,"200203-111346","11",-1,"PreTest",0,0.453,0.884,0.005,1.951,0.219855969352417,0.0395014064589918,0.195360280596336,0.070600899853453,"30","Chaotic Non-interactive","Periodic Fixed",4,0.4685,0.7765,-0.08175,1.66925,0.194534455110213,0.0273041557568895,0.252021923530043,0.11355672919514,-0.0330843116328709,13.8441725692209,-106.11620795107,16.8788378014078,13.0164675598767,44.6717738160598,-22.4828229782764,-37.8276387900095
"trial_log-200203-123322_task011_aud1_vis0_eps000_pp19_d1_test_SCT","19",1,"200203-123322","11",1,"PostTest",0,0.468,0.791,-0.175,1.689,0.212040222804628,0.0340773095442545,0.172820830840596,0.0883932032300663,"30","Chaotic Non-interactive","Periodic Fixed",1,0.4685,0.7765,-0.08175,1.66925,0.194534455110213,0.0273041557568895,0.252021923530043,0.11355672919514,-0.00106723585912487,1.86735350933678,114.067278287462,1.18316609255655,8.99880059010466,24.8063109794413,-31.4262710085242,-22.1594318041968
"trial_log-200203-123428_task011_aud1_vis0_eps000_pp19_d1_test_SCT","19",1,"200203-123428","11",1,"PostTest",0,0.347,0.849,0.208,2.448,0.20568924021285,0.0195965500877836,0.267545619789621,0.0784527471111826,"30","Chaotic Non-interactive","Periodic Fixed",2,0.4685,0.7765,-0.08175,1.66925,0.194534455110213,0.0273041557568895,0.252021923530043,0.11355672919514,-0.259338313767343,9.33676754668384,-354.434250764526,46.6526883330837,5.73409224413075,-28.2286906716061,6.15966104938,-30.9131676588124
"trial_log-200203-123533_task011_aud1_vis0_eps000_pp19_d1_test_SCT","19",1,"200203-123533","11",1,"PostTest",0,0.412,0.842,-0.193,2.044,0.230323155777894,0.0419412046384825,0.305880161504773,0.117934669845775,"30","Chaotic Non-interactive","Periodic Fixed",3,0.4685,0.7765,-0.08175,1.66925,0.194534455110213,0.0273041557568895,0.252021923530043,0.11355672919514,-0.12059765208111,8.43528654217643,136.085626911315,22.4502021866108,18.3971012473881,53.6074032536229,21.3704574666934,3.85528949421575
"trial_log-200205-100242_task011_aud1_vis0_eps000_pp19_d2_test_SCT","19",2,"200205-100242","11",2,"Retention",0,0.231,0.829,-0.122,3.592,0.250180374165022,0.0174498123090768,0.275305429321728,0.134845194651622,"30","Chaotic Non-interactive","Periodic Fixed",1,0.4685,0.7765,-0.08175,1.66925,0.194534455110213,0.0273041557568895,0.252021923530043,0.11355672919514,-0.506937033084312,6.76110753380554,49.2354740061162,115.186460985473,28.6046597880476,-36.0910021740049,9.23868267710835,18.7469871731683
"trial_log-200205-100346_task011_aud1_vis0_eps000_pp19_d2_test_SCT","19",2,"200205-100346","11",2,"Retention",0,0.253,0.911,0.284,3.599,0.281210241756412,0.0364381428912766,0.213299873970344,0.0340046830545336,"30","Chaotic Non-interactive","Periodic Fixed",2,0.4685,0.7765,-0.08175,1.66925,0.194534455110213,0.0273041557568895,0.252021923530043,0.11355672919514,-0.459978655282818,17.3213135866066,-447.400611620795,115.605810992961,44.5554935741808,33.4527359707227,-15.3645559947021,-70.0548938882356
"trial_log-200205-100451_task011_aud1_vis0_eps000_pp19_d2_test_SCT","19",2,"200205-100451","11",2,"Retention",0,0.284,0.936,0.031,3.297,0.204981592366625,0.0361744023128331,0.215916211760992,0.045966523567289,"30","Chaotic Non-interactive","Periodic Fixed",3,0.4685,0.7765,-0.08175,1.66925,0.194534455110213,0.0273041557568895,0.252021923530043,0.11355672919514,-0.393810032017076,20.5408886027045,-137.920489296636,97.5138535270331,5.37032745715556,32.4868003058672,-14.3264170288529,-59.5210923270795
"trial_log-200205-100557_task011_aud1_vis0_eps000_pp19_d2_test_SCT","19",2,"200205-100557","11",2,"Retention",0,0.313,0.928,0.282,2.967,0.23035406443313,0.0215792430489088,0.276357710101321,0.115976179498121,"30","Chaotic Non-interactive","Periodic Fixed",4,0.4685,0.7765,-0.08175,1.66925,0.194534455110213,0.0273041557568895,0.252021923530043,0.11355672919514,-0.331910352187834,19.5106245975531,-444.954128440367,77.7444960311517,18.4129897722351,-20.9671844790006,9.65621809023979,2.13060936162012
"trial_log-200205-100703_task011_aud1_vis0_eps000_pp19_d2_test_SCT","19",2,"200205-100703","11",2,"Retention",0,0.318,0.924,0.192,2.902,0.211621379793686,0.0516290060254478,0.201783937881056,0.0784727022346393,"30","Chaotic Non-interactive","Periodic Fixed",5,0.4685,0.7765,-0.08175,1.66925,0.194534455110213,0.0273041557568895,0.252021923530043,0.11355672919514,-0.321237993596585,18.9954925949775,-334.862385321101,73.8505316759024,8.78349528045928,89.0884540988622,-19.9339743722724,-30.8955948354332
"trial_log-200219-140055_task011_aud1_vis0_eps000_pp20_d1_test_SCT","20",1,"200219-140055","11",-1,"PreTest",0,0.397,0.915,0.522,2.303,0.282076546457584,0.0446914064882135,0.219506087032996,0.129493341022097,"30","Chaotic Non-interactive","Periodic Fixed",1,0.3566,0.8202,0.0722,2.3198,0.228305540979514,0.0401524661044976,0.268798805765197,0.114557133619675,0.113292204150309,11.5581565471836,622.991689750692,-0.724200362100178,23.5522122009709,11.3042630355587,-18.3381464779496,13.0382167661501
"trial_log-200219-140158_task011_aud1_vis0_eps000_pp20_d1_test_SCT","20",1,"200219-140158","11",-1,"PreTest",0,0.357,0.797,-0.144,2.231,0.231591205506982,0.0371559402664496,0.248825171171685,0.0909064939881172,"30","Chaotic Non-interactive","Periodic Fixed",2,0.3566,0.8202,0.0722,2.3198,0.228305540979514,0.0401524661044976,0.268798805765197,0.114557133619675,0.00112170499158724,-2.82857839551329,-299.445983379501,-3.82791619967239,1.43915233654475,-7.46286873202121,-7.43070064491264,-20.645278809155
"trial_log-200219-140301_task011_aud1_vis0_eps000_pp20_d1_test_SCT","20",1,"200219-140301","11",-1,"PreTest",0,0.242,0.626,0.131,2.582,0.155756554846916,0.0262842859866299,0.243028823973832,0.0756390499168343,"30","Chaotic Non-interactive","Periodic Fixed",3,0.3566,0.8202,0.0722,2.3198,0.228305540979514,0.0401524661044976,0.268798805765197,0.114557133619675,-0.321368480089736,-23.6771519141673,81.4404432132964,11.3026985084921,-31.7771464596683,-34.5388003859475,-9.58708939126604,-33.9726409636326
"trial_log-200219-140404_task011_aud1_vis0_eps000_pp20_d1_test_SCT","20",1,"200219-140404","11",-1,"PreTest",0,0.371,0.839,-0.061,2.264,0.216173941538719,0.046681480852186,0.318767180227313,0.130370610024259,"30","Chaotic Non-interactive","Periodic Fixed",4,0.3566,0.8202,0.0722,2.3198,0.228305540979514,0.0401524661044976,0.268798805765197,0.114557133619675,0.0403813796971397,2.29212387222628,-184.487534626039,-2.40537977411846,-5.31375602569531,16.2605572736094,18.5895076132759,13.8040084496907
"trial_log-200219-140508_task011_aud1_vis0_eps000_pp20_d1_test_SCT","20",1,"200219-140508","11",-1,"PreTest",0,0.416,0.924,-0.087,2.219,0.25592945654737,0.0459492169290088,0.313866766420159,0.14637617314707,"30","Chaotic Non-interactive","Periodic Fixed",5,0.3566,0.8202,0.0722,2.3198,0.228305540979514,0.0401524661044976,0.268798805765197,0.114557133619675,0.166573191250701,12.6554498902707,-220.498614958449,-4.34520217260109,12.0995379478479,14.4368488088007,16.7664289008524,27.7756945569468
"trial_log-200219-153359_task011_aud1_vis0_eps000_pp20_d1_test_SCT","20",1,"200219-153359","11",1,"PostTest",0,0.451,0.921,0.056,2.044,0.169969127925712,0.0350566006199063,0.325553988148043,0.115184555420122,"30","Chaotic Non-interactive","Periodic Fixed",1,0.3566,0.8202,0.0722,2.3198,0.228305540979514,0.0401524661044976,0.268798805765197,0.114557133619675,0.264722378014582,12.289685442575,-22.4376731301939,-11.888955944478,-25.5519041734676,-12.6912889268848,21.1143729680195,0.54769334795816
"trial_log-200219-153503_task011_aud1_vis0_eps000_pp20_d1_test_SCT","20",1,"200219-153503","11",1,"PostTest",0,0.272,0.672,0.052,2.47,0.273212620628177,0.0354016105925399,0.274262936665194,0.132169112791385,"30","Chaotic Non-interactive","Periodic Fixed",2,0.3566,0.8202,0.0722,2.3198,0.228305540979514,0.0401524661044976,0.268798805765197,0.114557133619675,-0.237240605720695,-18.0687637161668,-27.9778393351801,6.47469609449092,19.6697283193369,-11.8320391569312,2.03279582453581,15.3739698395217
"trial_log-200219-153606_task011_aud1_vis0_eps000_pp20_d1_test_SCT","20",1,"200219-153606","11",1,"PostTest",0,0.351,0.791,0.345,2.253,0.208563046760091,0.0306679617835207,0.277765517630748,0.0989270431190154,"30","Chaotic Non-interactive","Periodic Fixed",3,0.3566,0.8202,0.0722,2.3198,0.228305540979514,0.0401524661044976,0.268798805765197,0.114557133619675,-0.015703869882221,-3.56010729090466,377.839335180055,-2.87955858263642,-8.64740038052545,-23.6212248988475,3.3358451277435,-13.6439259667157
"trial_log-200221-111755_task011_aud1_vis0_eps000_pp20_d2_test_SCT","20",2,"200221-111755","11",2,"Retention",0,0.368,0.626,-0.319,1.701,0.19551726206435,0.0522993930608357,0.354752035815198,0.144374681411357,"30","Chaotic Non-interactive","Periodic Fixed",1,0.3566,0.8202,0.0722,2.3198,0.228305540979514,0.0401524661044976,0.268798805765197,0.114557133619675,0.0319685922602356,-23.6771519141673,-541.828254847645,-26.6747133373567,-14.3615782492578,30.2520072483855,31.97679015177,26.0285386422765
"trial_log-200221-111900_task011_aud1_vis0_eps000_pp20_d2_test_SCT","20",2,"200221-111900","11",2,"Retention",0,0.32,0.595,0.223,1.86,0.211153083986489,0.0234638428086177,0.405939486778466,0.18141757055046,"30","Chaotic Non-interactive","Periodic Fixed",2,0.3566,0.8202,0.0722,2.3198,0.228305540979514,0.0401524661044976,0.268798805765197,0.114557133619675,-0.10263600673023,-27.4567178736893,208.864265927978,-19.8206741960514,-7.51293942294825,-41.5631340113641,51.0198252640546,58.3642718861648
"trial_log-200221-112006_task011_aud1_vis0_eps000_pp20_d2_test_SCT","20",2,"200221-112006","11",2,"Retention",0,0.337,0.59,-0.168,1.749,0.185766752380335,0.031231886433327,0.321496602693748,0.122976829954075,"30","Chaotic Non-interactive","Periodic Fixed",3,0.3566,0.8202,0.0722,2.3198,0.228305540979514,0.0401524661044976,0.268798805765197,0.114557133619675,-0.0549635445877733,-28.0663252865155,-332.686980609418,-24.6055694456419,-18.632394297866,-22.2167665815459,19.6049222683616,7.34977916115858
"trial_log-200221-112111_task011_aud1_vis0_eps000_pp20_d2_test_SCT","20",2,"200221-112111","11",2,"Retention",0,0.291,0.605,0.021,2.081,0.226746578570271,0.0345059905566208,0.331447513943152,0.107986107113531,"30","Chaotic Non-interactive","Periodic Fixed",4,0.3566,0.8202,0.0722,2.3198,0.228305540979514,0.0401524661044976,0.268798805765197,0.114557133619675,-0.183959618620303,-26.2375030480371,-70.9141274238227,-10.2939908612811,-0.682840373717902,-14.062587172558,23.3069146269498,-5.73602559571716
"trial_log-200221-112217_task011_aud1_vis0_eps000_pp20_d2_test_SCT","20",2,"200221-112217","11",2,"Retention",0,0.38,0.83,0.013,2.184,0.217874402275872,0.0290379185442339,0.310619681245818,0.0935878083497176,"30","Chaotic Non-interactive","Periodic Fixed",5,0.3566,0.8202,0.0722,2.3198,0.228305540979514,0.0401524661044976,0.268798805765197,0.114557133619675,0.065619742007852,1.19483052913922,-81.994459833795,-5.85395292697645,-4.56893803754776,-27.6808590818254,15.558430537505,-18.3046874580287
"trial_log-200224-151324_task011_aud1_vis0_eps000_pp21_d1_test_SCT","21",1,"200224-151324","11",-1,"PreTest",0,0.171,0.49,-0.344,2.871,0.211034640588872,0.0356175539303904,0.498046826396237,0.150264769703872,"10","Periodic Fixed","Periodic Fixed",1,0.2568,0.5538,-0.0202,2.2116,0.194610851433574,0.0333412169803108,0.397274633033422,0.104079784636868,-0.33411214953271,-11.520404478151,1602.9702970297,29.8155181768855,8.43929772379837,6.8273961068185,25.36587664643,44.3745970729503
"trial_log-200224-151442_task011_aud1_vis0_eps000_pp21_d1_test_SCT","21",1,"200224-151442","11",-1,"PreTest",0,0.298,0.567,0.188,1.902,0.206329824578135,0.0252533406627325,0.36377455075866,0.0915327495447846,"10","Periodic Fixed","Periodic Fixed",2,0.2568,0.5538,-0.0202,2.2116,0.194610851433574,0.0333412169803108,0.397274633033422,0.104079784636868,0.160436137071651,2.38353196099675,-1030.69306930693,-13.9989148128052,6.02174701885071,-24.2578917330896,-8.43247453756845,-12.0552085458856
"trial_log-200224-151545_task011_aud1_vis0_eps000_pp21_d1_test_SCT","21",1,"200224-151545","11",-1,"PreTest",0,0.276,0.603,0.019,2.182,0.203178821741049,0.0317980068695777,0.376623174695952,0.0893130430211107,"10","Periodic Fixed","Periodic Fixed",3,0.2568,0.5538,-0.0202,2.2116,0.194610851433574,0.0333412169803108,0.397274633033422,0.104079784636868,0.0747663551401869,8.88407367280607,-194.059405940594,-1.33839754024235,4.40261693752453,-4.62853563996894,-5.19828265393739,-14.1879056219013
"trial_log-200224-151649_task011_aud1_vis0_eps000_pp21_d1_test_SCT","21",1,"200224-151649","11",-1,"PreTest",0,0.183,0.37,-0.017,2.025,0.179461933124241,0.0326341887002327,0.413132490515475,0.101788360049664,"10","Periodic Fixed","Periodic Fixed",4,0.2568,0.5538,-0.0202,2.2116,0.194610851433574,0.0333412169803108,0.397274633033422,0.104079784636868,-0.287383177570094,-33.1888768508487,-15.8415841584158,-8.43733043950081,-7.78421048864459,-2.12058330232992,3.99166122462169,-2.20160388993728
"trial_log-200224-151752_task011_aud1_vis0_eps000_pp21_d1_test_SCT","21",1,"200224-151752","11",-1,"PreTest",0,0.356,0.739,0.053,2.078,0.173049037135572,0.0414029947386205,0.334796122800785,0.0875000008649068,"10","Periodic Fixed","Periodic Fixed",5,0.2568,0.5538,-0.0202,2.2116,0.194610851433574,0.0333412169803108,0.397274633033422,0.104079784636868,0.386292834890965,33.4416756951968,-362.376237623762,-6.04087538433713,-11.079451191529,24.17961456857,-15.7267806795458,-15.929879015226
"trial_log-200224-163243_task011_aud1_vis0_eps000_pp21_d1_test_SCT","21",1,"200224-163243","11",1,"PostTest",0,0.403,0.786,0.103,1.948,0.122951158562587,0.0318104241596529,0.344954962136349,0.0954771403872977,"10","Periodic Fixed","Periodic Fixed",1,0.2568,0.5538,-0.0202,2.2116,0.194610851433574,0.0333412169803108,0.397274633033422,0.104079784636868,0.569314641744548,41.9284940411701,-609.90099009901,-11.9189726894556,-36.8220437571264,-4.5912925780779,-13.1696480335484,-8.26543240801697
"trial_log-200224-163346_task011_aud1_vis0_eps000_pp21_d1_test_SCT","21",1,"200224-163346","11",1,"PostTest",0,0.367,0.743,0.074,2.025,0.186565366901713,0.0395573207102857,0.350867148698602,0.130161815397117,"10","Periodic Fixed","Periodic Fixed",2,0.2568,0.5538,-0.0202,2.2116,0.194610851433574,0.0333412169803108,0.397274633033422,0.104079784636868,0.429127725856698,34.1639581076201,-466.336633663366,-8.43733043950081,-4.13413973198044,18.6439017317388,-11.6814617587012,25.0596509699257
"trial_log-200224-163450_task011_aud1_vis0_eps000_pp21_d1_test_SCT","21",1,"200224-163450","11",1,"PostTest",0,0.491,0.749,0.13,1.526,0.223492529357792,0.0359791764011154,0.347110595415456,0.0856673305437048,"10","Periodic Fixed","Periodic Fixed",3,0.2568,0.5538,-0.0202,2.2116,0.194610851433574,0.0333412169803108,0.397274633033422,0.104079784636868,0.911993769470405,35.247381726255,-743.564356435644,-31.0001808645325,14.8407335518371,7.9120069983122,-12.6270427172594,-17.690711176434
"trial_log-200226-120845_task011_aud1_vis0_eps000_pp21_d2_test_SCT","21",2,"200226-120845","11",2,"Retention",0,0.482,0.835,0.222,1.733,0.164290077772278,0.0395693173543391,0.399604630586624,0.0876143913438548,"10","Periodic Fixed","Periodic Fixed",1,0.2568,0.5538,-0.0202,2.2116,0.194610851433574,0.0333412169803108,0.397274633033422,0.104079784636868,0.876947040498442,50.776453593355,-1199.0099009901,-21.6404413094592,-15.5802070840048,18.6798831539541,0.586495426453811,-15.8199724859734
"trial_log-200226-120948_task011_aud1_vis0_eps000_pp21_d2_test_SCT","21",2,"200226-120948","11",2,"Retention",0,0.578,0.859,-0.102,1.486,0.160869916361569,0.0199442442004305,0.330616914628387,0.108976778404098,"10","Periodic Fixed","Periodic Fixed",2,0.2568,0.5538,-0.0202,2.2116,0.194610851433574,0.0333412169803108,0.397274633033422,0.104079784636868,1.25077881619938,55.1101480678946,404.950495049505,-32.8088261891843,-17.337643211289,-40.1814150568999,-16.778750230304,4.70503833603797
"trial_log-200226-121051_task011_aud1_vis0_eps000_pp21_d2_test_SCT","21",2,"200226-121051","11",2,"Retention",0,0.347,0.73,-0.401,2.103,0.194996162009142,0.038859867605664,0.384856515571308,0.142248834855315,"10","Periodic Fixed","Periodic Fixed",3,0.2568,0.5538,-0.0202,2.2116,0.194610851433574,0.0333412169803108,0.397274633033422,0.104079784636868,0.351246105919003,31.8165402672445,1885.14851485149,-4.91047205642972,0.197990283033997,16.5520371635271,-3.12582692916844,36.6728758630876
"trial_log-200226-121155_task011_aud1_vis0_eps000_pp21_d2_test_SCT","21",2,"200226-121155","11",2,"Retention",0,0.572,0.826,0.079,1.444,0.173627692630947,0.037373545858235,0.340300105100445,0.122927267992954,"10","Periodic Fixed","Periodic Fixed",4,0.2568,0.5538,-0.0202,2.2116,0.194610851433574,0.0333412169803108,0.397274633033422,0.104079784636868,1.22741433021807,49.1513181654027,-491.089108910891,-34.7079037800687,-10.7821114023485,12.0941262591149,-14.3413455568364,18.1086878896271
"trial_log-200226-121259_task011_aud1_vis0_eps000_pp21_d2_test_SCT","21",2,"200226-121259","11",2,"Retention",0,0.34,0.645,0.002,1.893,0.132833533302194,0.00737411150390639,0.346480388662253,0.140547699207861,"10","Periodic Fixed","Periodic Fixed",5,0.2568,0.5538,-0.0202,2.2116,0.194610851433574,0.0333412169803108,0.397274633033422,0.104079784636868,0.32398753894081,16.4680390032503,-109.90099009901,-14.4058600108519,-31.7440254108678,-77.8828963913912,-12.7856752351202,35.0384223970382
"trial_log-200204-101407_task011_aud1_vis0_eps000_pp22_d1_test_SCT","22",1,"200204-101407","11",-1,"PreTest",0,0.314,0.854,0.029,2.719,0.191633976635127,0.0575861642421758,0.371294817684974,0.126186060377337,"10","Periodic Fixed","Periodic Fixed",1,0.2548,0.7606,0.0722,3.0524,0.23026069161232,0.0423698889260311,0.455094902644862,0.170923041352316,0.232339089481947,12.279779121746,-59.8337950138504,-10.9225527453807,-16.7752101788294,35.9129459666725,-18.4137603987364,-26.1737566925017
"trial_log-200204-101529_task011_aud1_vis0_eps000_pp22_d1_test_SCT","22",1,"200204-101529","11",-1,"PreTest",0,0.339,0.91,0.256,2.687,0.1976328594901,0.0421824297706639,0.42905849794788,0.152402063125666,"10","Periodic Fixed","Periodic Fixed",2,0.2548,0.7606,0.0722,3.0524,0.23026069161232,0.0423698889260311,0.455094902644862,0.170923041352316,0.330455259026688,19.6423875887457,254.570637119114,-11.9709081378587,-14.1699531490828,-0.442434852011209,-5.72109345669806,-10.8358581032231
"trial_log-200204-101632_task011_aud1_vis0_eps000_pp22_d1_test_SCT","22",1,"200204-101632","11",-1,"PreTest",0,0.186,0.597,-0.294,3.216,0.265073223872467,0.0333527732074053,0.521059852182454,0.216857177808028,"10","Periodic Fixed","Periodic Fixed",3,0.2548,0.7606,0.0722,3.0524,0.23026069161232,0.0423698889260311,0.455094902644862,0.170923041352316,-0.270015698587127,-21.509334735735,-507.202216066482,5.35971694404404,15.1187473712446,-21.2818960520944,14.494767828474,26.8741628350911
"trial_log-200204-101737_task011_aud1_vis0_eps000_pp22_d1_test_SCT","22",1,"200204-101737","11",-1,"PreTest",0,0.248,0.809,0.041,3.262,0.245149232965665,0.0288868287925974,0.484008100923531,0.192106691240329,"10","Periodic Fixed","Periodic Fixed",4,0.2548,0.7606,0.0722,3.0524,0.23026069161232,0.0423698889260311,0.455094902644862,0.170923041352316,-0.0266875981161697,6.36339731790691,-43.213296398892,6.86672782073123,6.4659500712403,-31.8222692463799,6.35322393431248,12.3936771311877
"trial_log-200204-101841_task011_aud1_vis0_eps000_pp22_d1_test_SCT","22",1,"200204-101841","11",-1,"PreTest",0,0.187,0.633,0.329,3.378,0.25181416509824,0.0498412486173131,0.470053244485469,0.167063214210222,"10","Periodic Fixed","Periodic Fixed",5,0.2548,0.7606,0.0722,3.0524,0.23026069161232,0.0423698889260311,0.455094902644862,0.170923041352316,-0.266091051805338,-16.7762292926637,355.678670360111,10.6670161184642,9.36046588542732,17.633654183813,3.28686209264803,-2.25822517055398
"trial_log-200204-114822_task011_aud1_vis0_eps000_pp22_d1_test_SCT","22",1,"200204-114822","11",1,"PostTest",0,0.465,0.76,-0.005,1.636,0.2478169518563,-0.00203058755418658,0.502412336813315,0.156867413296586,"10","Periodic Fixed","Periodic Fixed",1,0.2548,0.7606,0.0722,3.0524,0.23026069161232,0.0423698889260311,0.455094902644862,0.170923041352316,0.824960753532182,-0.0788850907178602,-106.925207756233,-46.4028305595597,7.62451468422537,-104.792525082451,10.3972674476159,-8.22336646044002
"trial_log-200204-114930_task011_aud1_vis0_eps000_pp22_d1_test_SCT","22",1,"200204-114930","11",1,"PostTest",0,0.467,0.855,-0.168,1.833,0.228355478982305,0.0314076270638089,0.48595250556177,0.218722248970529,"10","Periodic Fixed","Periodic Fixed",2,0.2548,0.7606,0.0722,3.0524,0.23026069161232,0.0423698889260311,0.455094902644862,0.170923041352316,0.832810047095761,12.4112542729424,-332.686980609418,-39.9488926746167,-0.827415490101339,-25.8727651643364,6.78047649788521,27.9653388098133
"trial_log-200204-115034_task011_aud1_vis0_eps000_pp22_d1_test_SCT","22",1,"200204-115034","11",1,"PostTest",0,0.425,0.873,-0.199,2.056,0.233168399864657,0.0186207346521731,0.432346634023595,0.179634673597096,"10","Periodic Fixed","Periodic Fixed",3,0.2548,0.7606,0.0722,3.0524,0.23026069161232,0.0423698889260311,0.455094902644862,0.170923041352316,0.667974882260596,14.777806994478,-375.623268698061,-32.6431660332853,1.26278968067759,-56.0519625513275,-4.99857688782298,5.09681560534761
"trial_log-200205-110226_task011_aud1_vis0_eps000_pp22_d2_test_SCT","22",2,"200205-110226","11",2,"Retention",0,0.221,0.926,0.134,4.182,0.25113700645127,0.0502703935302509,0.409044256786383,0.215849054653148,"10","Periodic Fixed","Periodic Fixed",1,0.2548,0.7606,0.0722,3.0524,0.23026069161232,0.0423698889260311,0.455094902644862,0.170923041352316,-0.13265306122449,21.7459900078885,85.595567867036,37.0069453544752,9.06638240889973,18.646507707425,-10.1189104933603,26.2843516856382
"trial_log-200205-110329_task011_aud1_vis0_eps000_pp22_d2_test_SCT","22",2,"200205-110329","11",2,"Retention",0,0.278,0.639,-0.072,2.295,0.239684032975785,0.0354044343123831,0.433845482201571,0.187713254008157,"10","Periodic Fixed","Periodic Fixed",2,0.2548,0.7606,0.0722,3.0524,0.23026069161232,0.0423698889260311,0.455094902644862,0.170923041352316,0.0910518053375196,-15.9873783854851,-199.722991689751,-24.8132616957148,4.09246636822011,-16.439633877276,-4.66922840044922,9.82325877365571
"trial_log-200205-110433_task011_aud1_vis0_eps000_pp22_d2_test_SCT","22",2,"200205-110433","11",2,"Retention",0,0.286,0.703,0.249,2.455,0.252006323050626,0.0372282078641103,0.404048465922129,0.110879069286798,"10","Periodic Fixed","Periodic Fixed",3,0.2548,0.7606,0.0722,3.0524,0.23026069161232,0.0423698889260311,0.455094902644862,0.170923041352316,0.122448979591837,-7.57296870891403,244.875346260388,-19.5714847333246,9.44391823286902,-12.135224312004,-11.2166575424307,-35.129243892725
"trial_log-200205-110537_task011_aud1_vis0_eps000_pp22_d2_test_SCT","22",2,"200205-110537","11",2,"Retention",0,0.316,0.89,0.271,2.822,0.259382641108277,0.0587443239164239,0.468755961790384,0.164938137207299,"10","Periodic Fixed","Periodic Fixed",4,0.2548,0.7606,0.0722,3.0524,0.23026069161232,0.0423698889260311,0.455094902644862,0.170923041352316,0.240188383045526,17.0128845648172,275.346260387812,-7.54815882584196,12.6473821007142,38.6463958378062,3.00180447333706,-3.5015198054433
