FileName,PP,Day,Date,TaskCode,TrainingPhase,TrainingPhaseLabel,Visual,Score,C,tau,PitchError,MaxLyapStimShort,MaxLyapStimLong,MaxLyapUserShort,MaxLyapUserLong
trial_log-200220-142758_task025_aud1_vis0_eps070_pp17_d1_,17,1,200220-142758,25,0,Training_,0,0.41,0.44,0.021,1.073,1.76436747527215,0.284460010356654,0.338295556926537,0.0286760978919211
trial_log-200220-142907_task025_aud1_vis0_eps070_pp17_d1_,17,1,200220-142907,25,0,Training_,0,0.414,0.432,-0.172,1.044,1.76436747527215,0.284460010356654,0.405672528788555,0.0524290169441591
trial_log-200220-143013_task025_aud1_vis0_eps070_pp17_d1_,17,1,200220-143013,25,0,Training_,0,0.49,0.496,-0.069,1.013,1.76436747527215,0.284460010356654,0.420411525010267,0.0311764235666373
trial_log-200220-143124_task025_aud1_vis0_eps070_pp17_d1_,17,1,200220-143124,25,0,Training_,0,0.461,0.523,-0.144,1.134,1.70489617309743,0.264395980488216,0.317285862377368,0.065042736562971
trial_log-200220-143231_task025_aud1_vis0_eps070_pp17_d1_,17,1,200220-143231,25,0,Training_,0,0.433,0.459,-0.059,1.059,1.82217985657727,0.302889262226495,0.414300105850023,0.0494454398084809
trial_log-200220-143342_task025_aud1_vis0_eps070_pp17_d1_,17,1,200220-143342,25,0,Training_,0,0.432,0.462,-0.087,1.07,1.76436747527215,0.284460010356654,0.41029820252785,0.0384144010956021
trial_log-200225-094339_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-094339,25,0,Training_,0,0.444,0.478,-0.094,1.076,1.70489617309743,0.264395980488216,0.335002421743307,0.067043054746412
trial_log-200225-094459_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-094459,25,0,Training_,0,0.466,0.571,-0.219,1.226,1.76436747527215,0.284460010356654,0.416300043775126,0.0508120008948896
trial_log-200225-094610_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-094610,25,0,Training_,0,0.434,0.517,0.036,1.192,1.76436747527215,0.284460010356654,0.386742848005167,0.0928829422131323
trial_log-200225-094719_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-094719,25,0,Training_,0,0.413,0.517,0.343,1.252,1.76436747527215,0.284460010356654,0.443428029191356,0.02305988751786
trial_log-200225-094828_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-094828,25,0,Training_,0,0.3,0.384,0.297,1.278,1.76436747527215,0.284460010356654,0.498353364682141,-0.019293767861059
trial_log-200225-094939_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-094939,25,0,Training_,0,0.397,0.482,0.046,1.215,1.70489617309743,0.264395980488216,0.423771658244969,0.0386770336801138
trial_log-200225-095047_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-095047,25,0,Training_,0,0.555,0.63,-0.029,1.135,1.70489617309743,0.264395980488216,0.330099856617213,0.0819493579557197
trial_log-200225-095156_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-095156,25,0,Training_,0,0.5,0.512,0.076,1.024,1.64395798315683,0.252906805800098,0.423055165038588,0.0274567325533835
trial_log-200225-095304_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-095304,25,0,Training_,0,0.314,0.428,-0.137,1.363,1.76436747527215,0.284460010356654,0.396402828810485,0.0669501838913665
trial_log-200225-095414_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-095414,25,0,Training_,0,0.28,0.371,-0.051,1.328,1.70489617309743,0.264395980488216,0.467854911811972,0.0633447170020411
trial_log-200225-100124_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-100124,25,0,Training_,0,0.374,0.509,0.361,1.358,1.82217985657727,0.302889262226495,0.388474116805787,0.0813446946453746
trial_log-200225-100231_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-100231,25,0,Training_,0,0.396,0.425,0.205,1.074,1.76436747527215,0.284460010356654,0.409402786638031,0.0316761674033192
trial_log-200225-100338_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-100338,25,0,Training_,0,0.395,0.477,0.325,1.208,1.76436747527215,0.284460010356654,0.520881039180114,0.0827534436741952
trial_log-200225-100445_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-100445,25,0,Training_,0,0.442,0.539,-0.481,1.218,1.76436747527215,0.284460010356654,0.437289884205512,0.0635646918786889
trial_log-200225-100556_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-100556,25,0,Training_,0,0.338,0.515,-0.017,1.522,1.76436747527215,0.284460010356654,0.362149164946711,0.0643663435652967
trial_log-200225-100705_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-100705,25,0,Training_,0,0.371,0.508,0.201,1.367,1.76436747527215,0.284460010356654,0.517600779187006,0.0366743816462135
trial_log-200225-100813_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-100813,25,0,Training_,0,0.441,0.572,-0.159,1.297,1.76436747527215,0.284460010356654,0.400557290426389,0.042186803025242
trial_log-200225-100920_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-100920,25,0,Training_,0,0.309,0.455,-0.029,1.469,1.76436747527215,0.284460010356654,0.613040642808437,0.0752853893150848
trial_log-200225-101028_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-101028,25,0,Training_,0,0.317,0.487,-0.024,1.537,1.82217985657727,0.302889262226495,0.479328016114168,0.0702894106790708
trial_log-200225-101138_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-101138,25,0,Training_,0,0.381,0.463,0.422,1.214,1.70489617309743,0.264395980488216,0.43048831796316,0.0687767678195318
trial_log-200225-101700_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-101700,25,0,Training_,0,0.352,0.418,0.166,1.186,1.76436747527215,0.284460010356654,0.422086557162061,0.0407953661666248
trial_log-200225-101808_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-101808,25,0,Training_,0,0.37,0.524,-0.3,1.417,1.76436747527215,0.284460010356654,0.474316219617333,0.0488124948674325
trial_log-200225-101916_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-101916,25,0,Training_,0,0.424,0.534,-0.193,1.258,1.82217985657727,0.302889262226495,0.37363148839768,0.0510967898088729
trial_log-200225-102025_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-102025,25,0,Training_,0,0.275,0.346,0.036,1.259,1.82217985657727,0.302889262226495,0.500905272422384,0.0848011657218114
trial_log-200225-102133_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-102133,25,0,Training_,0,0.312,0.438,-0.195,1.403,1.70489617309743,0.264395980488216,0.415433328148502,0.0424181604362354
trial_log-200225-102242_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-102242,25,0,Training_,0,0.387,0.433,0.112,1.118,1.76436747527215,0.284460010356654,0.356263770292253,0.0490329604011553
trial_log-200225-102351_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-102351,25,0,Training_,0,0.444,0.519,0.237,1.168,1.76436747527215,0.284460010356654,0.381166699748172,0.0399331350726124
trial_log-200225-102501_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-102501,25,0,Training_,0,0.393,0.478,-0.003,1.214,1.76436747527215,0.284460010356654,0.328543830944213,0.0348981058225963
trial_log-200225-102609_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-102609,25,0,Training_,0,0.384,0.507,-0.313,1.319,1.76436747527215,0.284460010356654,0.289933982817487,0.0448547350260948
trial_log-200225-102719_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-102719,25,0,Training_,0,0.37,0.472,0.364,1.276,1.76436747527215,0.284460010356654,0.449773174727574,0.0413968067460246
trial_log-200225-103506_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-103506,25,0,Training_,0,0.371,0.434,0.142,1.17,1.76436747527215,0.284460010356654,0.397721527371751,0.0281388528393557
trial_log-200225-103615_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-103615,25,0,Training_,0,0.542,0.541,0.068,0.998,1.76436747527215,0.284460010356654,0.363752979183669,0.0686922682442288
trial_log-200225-103737_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-103737,25,0,Training_,0,0.369,0.442,-0.096,1.199,1.76436747527215,0.284460010356654,0.412108401469869,0.0472698387147722
trial_log-200225-103846_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-103846,25,0,Training_,0,0.545,0.565,0.003,1.036,1.76436747527215,0.284460010356654,0.456845223613329,0.0703619975502467
trial_log-200225-103956_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-103956,25,0,Training_,0,0.475,0.505,-0.06,1.062,1.76436747527215,0.284460010356654,0.332790363523084,0.0627125198659845
trial_log-200225-104104_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-104104,25,0,Training_,0,0.334,0.442,0.273,1.321,1.70489617309743,0.264395980488216,0.406870009875,0.044386925070569
trial_log-200225-104213_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-104213,25,0,Training_,0,0.306,0.384,-0.106,1.255,1.76436747527215,0.284460010356654,0.321733749284369,0.0470617807023015
trial_log-200225-104322_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-104322,25,0,Training_,0,0.384,0.521,-0.039,1.357,1.76436747527215,0.284460010356654,0.360064123107401,0.0932870708210251
trial_log-200225-104430_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-104430,25,0,Training_,0,0.384,0.419,-0.088,1.093,1.76436747527215,0.284460010356654,0.432231672565926,0.0245613906873477
trial_log-200220-110402_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-110402,25,0,Training_,0,0.301,0.484,0.222,1.604,1.76436747527215,0.284460010356654,0.342078705712888,0.0787714393678164
trial_log-200220-110521_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-110521,25,0,Training_,0,0.271,0.517,0.3,1.906,1.82217985657727,0.302889262226495,0.360659567619714,0.0856377766867858
trial_log-200220-110632_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-110632,25,0,Training_,0,0.269,0.531,0.213,1.971,1.70489617309743,0.264395980488216,0.412994553956607,0.0580593479476509
trial_log-200220-110746_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-110746,25,0,Training_,0,0.508,0.543,-0.078,1.068,1.76436747527215,0.284460010356654,0.42908360948298,0.084174360219806
trial_log-200220-110900_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-110900,25,0,Training_,0,0.162,0.385,-0.173,2.374,1.82217985657727,0.302889262226495,0.399670744387004,0.109314433736357
trial_log-200220-111017_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-111017,25,0,Training_,0,0.114,0.417,-0.013,3.663,1.82217985657727,0.302889262226495,0.328459400031423,0.04126525434893
trial_log-200220-111151_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-111151,25,0,Training_,0,0.187,0.478,0.333,2.555,1.82217985657727,0.302889262226495,0.446620594370345,0.0736985323492551
trial_log-200220-111259_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-111259,25,0,Training_,0,0.486,0.619,-0.144,1.273,1.76436747527215,0.284460010356654,0.489837711290518,0.0570125449644515
trial_log-200220-111410_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-111410,25,0,Training_,0,0.476,0.553,-0.283,1.161,1.76436747527215,0.284460010356654,0.442043247447692,0.0856950858106204
trial_log-200220-111523_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-111523,25,0,Training_,0,0.176,0.469,-0.195,2.672,1.82217985657727,0.302889262226495,0.386290105389707,0.0825732907121112
trial_log-200220-112221_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-112221,25,0,Training_,0,0.633,0.613,0.273,0.967,1.76436747527215,0.284460010356654,0.392390836532706,0.0258136126950406
trial_log-200220-112338_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-112338,25,0,Training_,0,0.401,0.573,-0.08,1.43,1.82217985657727,0.302889262226495,0.42008850419754,0.0468075785660707
trial_log-200220-112447_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-112447,25,0,Training_,0,0.592,0.585,0.172,0.989,1.76436747527215,0.284460010356654,0.389291123959328,0.0606317612300481
trial_log-200220-112555_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-112555,25,0,Training_,0,0.269,0.541,-0.295,2.012,1.82217985657727,0.302889262226495,0.378446344154121,0.0884211333783424
trial_log-200220-112704_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-112704,25,0,Training_,0,0.711,0.659,-0.144,0.927,1.76436747527215,0.284460010356654,0.358400902928538,0.0614318369356871
trial_log-200220-112813_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-112813,25,0,Training_,0,0.435,0.552,-0.089,1.269,1.76436747527215,0.284460010356654,0.459839588726026,0.0560796456519781
trial_log-200220-112922_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-112922,25,0,Training_,0,0.566,0.55,0.028,0.972,1.76436747527215,0.284460010356654,0.4335764321178,0.0485392406828562
trial_log-200220-113030_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-113030,25,0,Training_,0,0.29,0.561,0.073,1.936,1.82217985657727,0.302889262226495,0.401888644983808,0.0846844074875999
trial_log-200220-113138_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-113138,25,0,Training_,0,0.591,0.677,-0.08,1.147,1.76436747527215,0.284460010356654,0.592797978660718,0.0814610299972801
trial_log-200220-113248_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-113248,25,0,Training_,0,0.508,0.528,-0.01,1.038,1.76436747527215,0.284460010356654,0.441299601778306,0.130704701970127
trial_log-200220-113650_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-113650,25,0,Training_,0,0.495,0.57,0.116,1.15,1.76436747527215,0.284460010356654,0.345284481225044,0.047046235069179
trial_log-200220-113759_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-113759,25,0,Training_,0,0.597,0.615,0.079,1.03,1.76436747527215,0.284460010356654,0.336122271896033,0.0572403490512449
trial_log-200220-113908_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-113908,25,0,Training_,0,0.408,0.516,-0.21,1.265,1.76436747527215,0.284460010356654,0.372389489763635,0.0239513484165433
trial_log-200220-114016_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-114016,25,0,Training_,0,0.478,0.495,0.198,1.035,1.70489617309743,0.264395980488216,0.392025021616163,0.0760414444901912
trial_log-200220-114125_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-114125,25,0,Training_,0,0.616,0.58,-0.365,0.941,1.76436747527215,0.284460010356654,0.405385893248393,0.0688710972199206
trial_log-200220-114234_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-114234,25,0,Training_,0,0.32,0.491,0.087,1.536,1.82217985657727,0.302889262226495,0.411657282082865,0.10416838805052
trial_log-200220-114343_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-114343,25,0,Training_,0,0.607,0.596,0.009,0.982,1.70489617309743,0.264395980488216,0.444535373210947,0.107598944493074
trial_log-200220-114454_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-114454,25,0,Training_,0,0.386,0.539,0.101,1.395,1.76436747527215,0.284460010356654,0.36642477305778,0.0892314801728625
trial_log-200220-114603_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-114603,25,0,Training_,0,0.634,0.579,0.064,0.913,1.76436747527215,0.284460010356654,0.341377694251956,0.0748290965867517
trial_log-200220-114712_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-114712,25,0,Training_,0,0.33,0.52,-0.058,1.577,1.76436747527215,0.284460010356654,0.32070298678685,0.0725430689883526
trial_log-200220-115405_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-115405,25,0,Training_,0,0.478,0.553,-0.079,1.156,1.70489617309743,0.264395980488216,0.325916040322933,0.125602382681816
trial_log-200220-115514_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-115514,25,0,Training_,0,0.541,0.562,0.184,1.038,1.70489617309743,0.264395980488216,0.412343502887058,0.0998906053200874
trial_log-200220-115623_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-115623,25,0,Training_,0,0.569,0.598,0.056,1.05,1.70489617309743,0.264395980488216,0.330132450368227,0.130674667403782
trial_log-200220-115733_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-115733,25,0,Training_,0,0.307,0.572,0.28,1.864,1.76436747527215,0.284460010356654,0.399378042790965,0.0996193075698374
trial_log-200220-115843_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-115843,25,0,Training_,0,0.557,0.607,-0.082,1.09,1.76436747527215,0.284460010356654,0.419080416794148,0.0580290464266095
trial_log-200220-115949_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-115949,25,0,Training_,0,0.689,0.604,0.18,0.878,1.76436747527215,0.284460010356654,0.331115531350663,0.0799266033525646
trial_log-200220-120058_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-120058,25,0,Training_,0,0.371,0.538,-0.051,1.45,1.76436747527215,0.284460010356654,0.462019159533,0.0995442737313282
trial_log-200220-120209_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-120209,25,0,Training_,0,0.279,0.479,0.36,1.716,1.76436747527215,0.284460010356654,0.463985340024579,0.11792125339254
trial_log-200220-120320_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-120320,25,0,Training_,0,0.187,0.541,0.054,2.889,1.82217985657727,0.302889262226495,0.275375546673473,0.134788690367526
trial_log-200220-153913_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-153913,25,0,Training_,0,0.566,0.548,-0.294,0.969,1.76436747527215,0.284460010356654,0.579741826201643,0.0487093785538107
trial_log-200220-154029_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-154029,25,0,Training_,0,0.358,0.393,-0.069,1.098,1.76436747527215,0.284460010356654,0.475397203156645,0.0684235341742032
trial_log-200220-154141_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-154141,25,0,Training_,0,0.463,0.519,-0.101,1.12,1.76436747527215,0.284460010356654,0.375976331615852,0.0576247862051048
trial_log-200220-154249_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-154249,25,0,Training_,0,0.351,0.433,-0.376,1.233,1.76436747527215,0.284460010356654,0.468140920030531,0.0162150408754895
trial_log-200220-154355_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-154355,25,0,Training_,0,0.429,0.456,-0.098,1.063,1.76436747527215,0.284460010356654,0.433973075547897,0.0583424274846287
trial_log-200220-154501_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-154501,25,0,Training_,0,0.685,0.612,0.096,0.894,1.76436747527215,0.284460010356654,0.487731689579218,0.127863444426461
trial_log-200220-154612_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-154612,25,0,Training_,0,0.506,0.567,-0.15,1.119,1.76436747527215,0.284460010356654,0.598792457023929,0.113790510011335
trial_log-200220-154718_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-154718,25,0,Training_,0,0.404,0.469,0.01,1.161,1.76436747527215,0.284460010356654,0.561936616757149,0.135111192419742
trial_log-200220-154827_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-154827,25,0,Training_,0,0.428,0.51,-0.229,1.19,1.58401908912802,0.24091387340905,0.508651688125919,0.01804207403319
trial_log-200220-154934_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-154934,25,0,Training_,0,0.533,0.555,0.105,1.041,1.76436747527215,0.284460010356654,0.557869767376662,0.0753444497741103
trial_log-200220-155258_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-155258,25,0,Training_,0,0.439,0.486,0.224,1.108,1.76436747527215,0.284460010356654,0.54094990274515,0.110789058603046
trial_log-200220-155406_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-155406,25,0,Training_,0,0.619,0.606,0.372,0.979,1.76436747527215,0.284460010356654,0.471942276547709,0.101105965129758
trial_log-200220-155512_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-155512,25,0,Training_,0,0.68,0.622,0.026,0.914,1.76436747527215,0.284460010356654,0.51274377699229,0.0987306519278297
trial_log-200220-155619_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-155619,25,0,Training_,0,0.685,0.603,0.234,0.88,1.76436747527215,0.284460010356654,0.461479060523022,0.110968932985994
trial_log-200220-155725_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-155725,25,0,Training_,0,0.539,0.612,0.107,1.136,1.76436747527215,0.284460010356654,0.456015204353834,0.0589192233685366
trial_log-200220-155833_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-155833,25,0,Training_,0,0.579,0.607,0.421,1.05,1.76436747527215,0.284460010356654,0.528808482398183,0.108032885385445
trial_log-200220-155940_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-155940,25,0,Training_,0,0.506,0.539,0.379,1.067,1.70489617309743,0.264395980488216,0.433136113907988,0.0827317478460569
trial_log-200220-160047_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-160047,25,0,Training_,0,0.401,0.437,0.182,1.09,1.76436747527215,0.284460010356654,0.497009464670059,0.087182296504123
trial_log-200220-160155_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-160155,25,0,Training_,0,0.481,0.501,0.356,1.043,1.76436747527215,0.284460010356654,0.647574101466857,0.129550996502873
trial_log-200220-160301_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-160301,25,0,Training_,0,0.598,0.629,0.59,1.052,1.76436747527215,0.284460010356654,0.643232459469888,0.128288430026958
trial_log-200220-161021_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-161021,25,0,Training_,0,0.604,0.589,0.192,0.974,1.76436747527215,0.284460010356654,0.489282319386271,0.117890552081443
trial_log-200220-161131_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-161131,25,0,Training_,0,0.489,0.576,0.427,1.178,1.70489617309743,0.264395980488216,0.522540052823491,0.0780373166554326
trial_log-200220-161238_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-161238,25,0,Training_,0,0.378,0.479,0.791,1.269,1.76436747527215,0.284460010356654,0.50592725711773,0.0988953021077825
trial_log-200220-161346_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-161346,25,0,Training_,0,0.428,0.521,0.322,1.216,1.76436747527215,0.284460010356654,0.753639235737961,0.0743034563196108
trial_log-200220-161452_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-161452,25,0,Training_,0,0.413,0.59,0.369,1.431,1.76436747527215,0.284460010356654,0.522966883487132,0.08191089769076
trial_log-200220-161603_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-161603,25,0,Training_,0,0.499,0.581,0.236,1.165,1.76436747527215,0.284460010356654,0.521167489865552,0.107203965336311
trial_log-200220-161710_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-161710,25,0,Training_,0,0.513,0.591,0.493,1.152,1.76436747527215,0.284460010356654,0.526037522576379,0.0559107547289127
trial_log-200220-161817_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-161817,25,0,Training_,0,0.654,0.693,0.144,1.059,1.76436747527215,0.284460010356654,0.526132797219412,0.114508707385845
trial_log-200220-161927_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-161927,25,0,Training_,0,0.511,0.551,0.147,1.079,1.76436747527215,0.284460010356654,0.594405414787884,0.114226625585149
trial_log-200220-162033_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-162033,25,0,Training_,0,0.714,0.696,0.282,0.975,1.76436747527215,0.284460010356654,0.578384235274886,0.093864609891029
trial_log-200220-162621_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-162621,25,0,Training_,0,0.467,0.499,0.239,1.067,1.76436747527215,0.284460010356654,0.473298433954646,0.0904293174215115
trial_log-200220-162730_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-162730,25,0,Training_,0,0.773,0.704,0.02,0.911,1.76436747527215,0.284460010356654,0.5575517522422,0.126523457900325
trial_log-200220-162841_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-162841,25,0,Training_,0,0.517,0.539,0.277,1.043,1.76436747527215,0.284460010356654,0.546316910514079,0.0693269934580339
trial_log-200220-162950_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-162950,25,0,Training_,0,0.527,0.538,0.342,1.02,1.70489617309743,0.264395980488216,0.463293209650702,0.0961862034419443
trial_log-200220-163056_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-163056,25,0,Training_,0,0.446,0.491,0.193,1.1,1.70489617309743,0.264395980488216,0.606274888613819,0.0906085695636193
trial_log-200220-163204_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-163204,25,0,Training_,0,0.6,0.61,0.158,1.018,1.70489617309743,0.264395980488216,0.499287619931114,0.163937159745561
trial_log-200220-163311_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-163311,25,0,Training_,0,0.556,0.571,0.313,1.028,1.76436747527215,0.284460010356654,0.546566156122327,0.114922623565146
trial_log-200220-163418_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-163418,25,0,Training_,0,0.507,0.547,0.319,1.08,1.70489617309743,0.264395980488216,0.500690407426511,0.0767789768443807
trial_log-200220-163526_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-163526,25,0,Training_,0,0.509,0.605,0.132,1.189,1.70489617309743,0.264395980488216,0.591800386434868,0.068909154389786
trial_log-200220-163633_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-163633,25,0,Training_,0,0.514,0.568,0.386,1.105,1.76436747527215,0.284460010356654,0.693555805509064,0.08408274442867
trial_log-200213-094557_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-094557,25,0,Training_,0,0.341,0.387,-0.152,1.135,1.70489617309743,0.264395980488216,0.325583054152742,0.0315386539820043
trial_log-200213-094715_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-094715,25,0,Training_,0,0.463,0.484,0.086,1.045,1.70489617309743,0.264395980488216,0.358581532748405,0.0290798409447142
trial_log-200213-094832_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-094832,25,0,Training_,0,0.468,0.445,-0.197,0.95,1.76436747527215,0.284460010356654,0.385108913713457,0.0600227602195122
trial_log-200213-094941_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-094941,25,0,Training_,0,0.464,0.458,0.051,0.987,1.76436747527215,0.284460010356654,0.312650833652565,0.0463777732049456
trial_log-200213-095057_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-095057,25,0,Training_,0,0.543,0.557,0.124,1.026,1.76436747527215,0.284460010356654,0.382657267860798,0.0718813137183394
trial_log-200213-095207_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-095207,25,0,Training_,0,0.443,0.441,0.251,0.995,1.76436747527215,0.284460010356654,0.411116174222977,0.0509348476341382
trial_log-200213-095316_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-095316,25,0,Training_,0,0.49,0.478,-0.184,0.975,1.76436747527215,0.284460010356654,0.357814221686239,0.0763119099400895
trial_log-200213-095424_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-095424,25,0,Training_,0,0.457,0.453,0.405,0.99,1.76436747527215,0.284460010356654,0.430276486884242,0.0625297549026443
trial_log-200213-095533_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-095533,25,0,Training_,0,0.407,0.413,-0.386,1.014,1.70489617309743,0.264395980488216,0.363527851543449,0.0488301468296507
trial_log-200213-095643_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-095643,25,0,Training_,0,0.58,0.554,-0.512,0.956,1.76436747527215,0.284460010356654,0.415036406723868,0.0431537767945615
