"file_name","pp","day","date","task_code","training_phase","visual","trial_duration","samples_num","score","c","tau","pitch_error","training_condition","Training","task_label","trial","pre_score","pre_c","pre_tau","pre_pitch_error","score_delta","c_delta","tau_delta","pitch_error_delta"
"trial_log-200123-142225_task020_aud1_vis0_eps000_pp1_d1_test_chaotic.txt","1",1,"200123-142225","20","PostTest",0,59.981,5523,0.632,0.667,0.429,1.056,"25","Chaotic Interactive","Chaotic",3,0.4352,0.5144,0.1792,1.1908,0.452205882352941,0.296656298600311,1.39397321428571,-0.113201209271078
"trial_log-200123-142357_task020_aud0_vis1_eps000_pp1_d1_test_visual.txt","1",1,"200123-142357","20.5","PostTest",1,59.976,5617,1.327,0.604,-0.016,0.455,"25","Chaotic Interactive","Chaotic Visual",1,1.6446,0.5976,-0.1014,0.3668,-0.193116867323361,0.0107095046854082,-0.842209072978304,0.240458015267176
"trial_log-200123-142502_task020_aud0_vis1_eps000_pp1_d1_test_visual.txt","1",1,"200123-142502","20.5","PostTest",1,59.988,5652,1.107,0.501,0.048,0.453,"25","Chaotic Interactive","Chaotic Visual",2,1.6446,0.5976,-0.1014,0.3668,-0.326887997081357,-0.161646586345382,-1.47337278106509,0.235005452562704
"trial_log-200123-142611_task020_aud0_vis1_eps000_pp1_d1_test_visual.txt","1",1,"200123-142611","20.5","PostTest",1,59.992,5668,1.794,0.67,-0.13,0.374,"25","Chaotic Interactive","Chaotic Visual",3,1.6446,0.5976,-0.1014,0.3668,0.0908427581174754,0.121151271753681,0.282051282051282,0.0196292257360959
"trial_log-200124-113403_task011_aud1_vis0_eps000_pp1_d2_test_SCT.txt","1",2,"200124-113403","11","Retention",0,59.993,5715,0.54,0.954,-0.128,1.768,"25","Chaotic Interactive","Periodic Fixed",1,0.5436,0.852,-0.0666,1.7218,-0.00662251655629127,0.119718309859155,0.921921921921922,0.0268323847136718
"trial_log-200124-113513_task011_aud1_vis0_eps000_pp1_d2_test_SCT.txt","1",2,"200124-113513","11","Retention",0,59.997,5786,0.948,0.956,0.154,1.009,"25","Chaotic Interactive","Periodic Fixed",2,0.5436,0.852,-0.0666,1.7218,0.7439293598234,0.122065727699531,-3.31231231231231,-0.413985364153793
"trial_log-200124-113632_task011_aud1_vis0_eps000_pp1_d2_test_SCT.txt","1",2,"200124-113632","11","Retention",0,59.984,5806,0.606,0.952,0.263,1.57,"25","Chaotic Interactive","Periodic Fixed",3,0.5436,0.852,-0.0666,1.7218,0.114790286975717,0.117370892018779,-4.94894894894895,-0.0881635497734928
"trial_log-200124-113739_task011_aud1_vis0_eps000_pp1_d2_test_SCT.txt","1",2,"200124-113739","11","Retention",0,59.99,5727,0.565,0.928,0.159,1.642,"25","Chaotic Interactive","Periodic Fixed",4,0.5436,0.852,-0.0666,1.7218,0.0393671817512877,0.0892018779342724,-3.38738738738739,-0.0463468463236149
"trial_log-200124-113848_task011_aud1_vis0_eps000_pp1_d2_test_SCT.txt","1",2,"200124-113848","11","Retention",0,59.992,5733,0.528,0.947,0.195,1.792,"25","Chaotic Interactive","Periodic Fixed",5,0.5436,0.852,-0.0666,1.7218,-0.0286975717439293,0.11150234741784,-3.92792792792793,0.0407712858636311
"trial_log-200124-114026_task012_aud1_vis0_eps000_pp1_d2_test_periodic.txt","1",2,"200124-114026","12","Retention",0,59.992,5895,0.65,0.949,0.489,1.46,"25","Chaotic Interactive","Periodic Fadeout (SCT)",1,0.6042,0.9592,-0.0436,1.5912,0.0758027143330024,-0.0106338615512927,-12.2155963302752,-0.0824534942182001
"trial_log-200124-114135_task012_aud1_vis0_eps000_pp1_d2_test_periodic.txt","1",2,"200124-114135","12","Retention",0,59.992,5895,0.444,0.941,-0.21,2.12,"25","Chaotic Interactive","Periodic Fadeout (SCT)",2,0.6042,0.9592,-0.0436,1.5912,-0.265143992055611,-0.0189741451209341,3.81651376146789,0.332327802916038
"trial_log-200124-114244_task012_aud1_vis0_eps000_pp1_d2_test_periodic.txt","1",2,"200124-114244","12","Retention",0,59.99,5931,0.721,0.94,0.372,1.305,"25","Chaotic Interactive","Periodic Fadeout (SCT)",3,0.6042,0.9592,-0.0436,1.5912,0.193313472360146,-0.0200166805671393,-9.53211009174312,-0.179864253393665
"trial_log-200124-114351_task012_aud1_vis0_eps000_pp1_d2_test_periodic.txt","1",2,"200124-114351","12","Retention",0,59.991,5926,0.708,0.948,0.213,1.34,"25","Chaotic Interactive","Periodic Fadeout (SCT)",4,0.6042,0.9592,-0.0436,1.5912,0.171797418073486,-0.0116763969974979,-5.88532110091743,-0.157868275515334
"trial_log-200124-114458_task012_aud1_vis0_eps000_pp1_d2_test_periodic.txt","1",2,"200124-114458","12","Retention",0,59.984,5943,0.704,0.961,-0.059,1.365,"25","Chaotic Interactive","Periodic Fadeout (SCT)",5,0.6042,0.9592,-0.0436,1.5912,0.16517709367759,0.00187656380316933,0.353211009174312,-0.142156862745098
"trial_log-200124-114627_task020_aud1_vis0_eps000_pp1_d2_test_chaotic.txt","1",2,"200124-114627","20","Retention",0,59.992,5672,0.541,0.599,0.423,1.107,"25","Chaotic Interactive","Chaotic",1,0.4352,0.5144,0.1792,1.1908,0.243106617647059,0.164463452566096,1.36049107142857,-0.0703728585824656
"trial_log-200124-114732_task020_aud1_vis0_eps000_pp1_d2_test_chaotic.txt","1",2,"200124-114732","20","Retention",0,59.993,5702,0.486,0.559,0.405,1.149,"25","Chaotic Interactive","Chaotic",2,0.4352,0.5144,0.1792,1.1908,0.116727941176471,0.0867029548989115,1.26004464285714,-0.0351024521330199
"trial_log-200124-114840_task020_aud1_vis0_eps000_pp1_d2_test_chaotic.txt","1",2,"200124-114840","20","Retention",0,59.992,5698,0.446,0.548,0.548,1.227,"25","Chaotic Interactive","Chaotic",3,0.4352,0.5144,0.1792,1.1908,0.0248161764705883,0.0653188180404356,2.05803571428571,0.0303997312730937
"trial_log-200124-114946_task020_aud1_vis0_eps000_pp1_d2_test_chaotic.txt","1",2,"200124-114946","20","Retention",0,59.993,5632,0.407,0.499,0.539,1.225,"25","Chaotic Interactive","Chaotic",4,0.4352,0.5144,0.1792,1.1908,-0.0647977941176471,-0.0299377916018662,2.0078125,0.0287201881088344
"trial_log-200124-115058_task020_aud1_vis0_eps000_pp1_d2_test_chaotic.txt","1",2,"200124-115058","20","Retention",0,59.993,5695,0.476,0.611,0.152,1.285,"25","Chaotic Interactive","Chaotic",5,0.4352,0.5144,0.1792,1.1908,0.09375,0.187791601866252,-0.151785714285714,0.0791064830366139
"trial_log-200124-115231_task020_aud0_vis1_eps000_pp1_d2_test_visual.txt","1",2,"200124-115231","20.5","Retention",1,59.982,5713,1.464,0.623,-0.088,0.425,"25","Chaotic Interactive","Chaotic Visual",1,1.6446,0.5976,-0.1014,0.3668,-0.109813936519518,0.0425033467202141,-0.132149901380671,0.158669574700109
