"file_name","pp","day","date","task_code","training_phase","visual","trial_duration","samples_num","score","c","tau","pitch_error","training_condition","Training","task_label","trial","pre_score","pre_c","pre_tau","pre_pitch_error","score_delta","c_delta","tau_delta","pitch_error_delta"
"trial_log-200123-142013_task020_aud1_vis0_eps000_pp1_d1_test_chaotic.txt","1",1,"200123-142013","20","PostTest",0,59.981,5496,0.652,0.598,-0.154,0.916,"25","Chaotic Interactive","Chaotic",1,0.4352,0.5144,0.1792,1.1908,0.498161764705882,16.2519440124417,-185.9375,-23.0769230769231
"trial_log-200123-142119_task020_aud1_vis0_eps000_pp1_d1_test_chaotic.txt","1",1,"200123-142119","20","PostTest",0,59.983,5604,0.71,0.646,0.236,0.91,"25","Chaotic Interactive","Chaotic",2,0.4352,0.5144,0.1792,1.1908,0.631433823529412,25.5832037325039,31.6964285714286,-23.5807860262009
"trial_log-200123-142225_task020_aud1_vis0_eps000_pp1_d1_test_chaotic.txt","1",1,"200123-142225","20","PostTest",0,59.981,5523,0.632,0.667,0.429,1.056,"25","Chaotic Interactive","Chaotic",3,0.4352,0.5144,0.1792,1.1908,0.452205882352941,29.6656298600311,139.397321428571,-11.3201209271078
"trial_log-200123-142357_task020_aud0_vis1_eps000_pp1_d1_test_visual.txt","1",1,"200123-142357","20.5","PostTest",1,59.976,5617,1.327,0.604,-0.016,0.455,"25","Chaotic Interactive","Chaotic Visual",1,1.6446,0.5976,-0.1014,0.3668,-0.193116867323361,1.07095046854082,-84.2209072978304,24.0458015267176
"trial_log-200123-142502_task020_aud0_vis1_eps000_pp1_d1_test_visual.txt","1",1,"200123-142502","20.5","PostTest",1,59.988,5652,1.107,0.501,0.048,0.453,"25","Chaotic Interactive","Chaotic Visual",2,1.6446,0.5976,-0.1014,0.3668,-0.326887997081357,-16.1646586345382,-147.337278106509,23.5005452562704
"trial_log-200123-142611_task020_aud0_vis1_eps000_pp1_d1_test_visual.txt","1",1,"200123-142611","20.5","PostTest",1,59.992,5668,1.794,0.67,-0.13,0.374,"25","Chaotic Interactive","Chaotic Visual",3,1.6446,0.5976,-0.1014,0.3668,0.0908427581174754,12.1151271753681,28.2051282051282,1.96292257360959
"trial_log-200124-113403_task011_aud1_vis0_eps000_pp1_d2_test_SCT.txt","1",2,"200124-113403","11","Retention",0,59.993,5715,0.54,0.954,-0.128,1.768,"25","Chaotic Interactive","Periodic Fixed",1,0.5436,0.852,-0.0666,1.7218,-0.00662251655629127,11.9718309859155,92.1921921921922,2.68323847136717
"trial_log-200124-113513_task011_aud1_vis0_eps000_pp1_d2_test_SCT.txt","1",2,"200124-113513","11","Retention",0,59.997,5786,0.948,0.956,0.154,1.009,"25","Chaotic Interactive","Periodic Fixed",2,0.5436,0.852,-0.0666,1.7218,0.7439293598234,12.2065727699531,-331.231231231231,-41.3985364153793
"trial_log-200124-113632_task011_aud1_vis0_eps000_pp1_d2_test_SCT.txt","1",2,"200124-113632","11","Retention",0,59.984,5806,0.606,0.952,0.263,1.57,"25","Chaotic Interactive","Periodic Fixed",3,0.5436,0.852,-0.0666,1.7218,0.114790286975717,11.7370892018779,-494.894894894895,-8.81635497734928
"trial_log-200124-113739_task011_aud1_vis0_eps000_pp1_d2_test_SCT.txt","1",2,"200124-113739","11","Retention",0,59.99,5727,0.565,0.928,0.159,1.642,"25","Chaotic Interactive","Periodic Fixed",4,0.5436,0.852,-0.0666,1.7218,0.0393671817512877,8.92018779342724,-338.738738738739,-4.63468463236149
"trial_log-200124-113848_task011_aud1_vis0_eps000_pp1_d2_test_SCT.txt","1",2,"200124-113848","11","Retention",0,59.992,5733,0.528,0.947,0.195,1.792,"25","Chaotic Interactive","Periodic Fixed",5,0.5436,0.852,-0.0666,1.7218,-0.0286975717439293,11.150234741784,-392.792792792793,4.07712858636311
"trial_log-200124-114026_task012_aud1_vis0_eps000_pp1_d2_test_periodic.txt","1",2,"200124-114026","12","Retention",0,59.992,5895,0.65,0.949,0.489,1.46,"25","Chaotic Interactive","Periodic Fadeout (SCT)",1,0.6042,0.9592,-0.0436,1.5912,0.0758027143330024,-1.06338615512927,-1221.55963302752,-8.24534942182001
"trial_log-200124-114135_task012_aud1_vis0_eps000_pp1_d2_test_periodic.txt","1",2,"200124-114135","12","Retention",0,59.992,5895,0.444,0.941,-0.21,2.12,"25","Chaotic Interactive","Periodic Fadeout (SCT)",2,0.6042,0.9592,-0.0436,1.5912,-0.265143992055611,-1.89741451209341,381.651376146789,33.2327802916038
