raw data file,score,cmax,tau,rmse
trial_log-200217-093337_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.298,   0.551,   0.029,   1.850
trial_log-200217-093445_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.226,   0.421,  -0.011,   1.861
trial_log-200217-093555_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.247,   0.485,  -0.086,   1.962
trial_log-200217-093702_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.254,   0.454,  -0.015,   1.788
trial_log-200217-093809_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.359,   0.502,   0.054,   1.400
trial_log-200217-093918_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.295,   0.517,   0.112,   1.752
trial_log-200217-094024_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.307,   0.566,   0.038,   1.840
trial_log-200217-094131_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.255,   0.459,  -0.052,   1.800
trial_log-200217-094436_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.237,   0.455,  -0.153,   1.918
trial_log-200217-094543_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.231,   0.563,  -0.033,   2.432
trial_log-200217-094653_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.189,   0.446,   0.002,   2.357
trial_log-200217-094804_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.241,   0.446,  -0.059,   1.854
trial_log-200217-094912_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.215,   0.496,   0.019,   2.303
trial_log-200217-095021_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.237,   0.584,  -0.092,   2.460
trial_log-200217-095133_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.379,   0.589,   0.001,   1.551
trial_log-200217-095250_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.381,   0.599,  -0.026,   1.574
trial_log-200217-095357_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.317,   0.601,   0.013,   1.894
trial_log-200217-095504_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.343,   0.538,   0.026,   1.570
trial_log-200217-100126_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.358,   0.514,  -0.014,   1.434
trial_log-200217-100234_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.451,   0.529,   0.009,   1.172
trial_log-200217-100344_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.483,   0.547,  -0.033,   1.134
trial_log-200217-100453_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.548,   0.647,  -0.048,   1.181
trial_log-200217-100605_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.355,   0.530,  -0.000,   1.492
trial_log-200217-100712_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.391,   0.531,  -0.036,   1.358
trial_log-200217-100818_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.379,   0.471,   0.073,   1.243
trial_log-200217-100924_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.366,   0.581,  -0.005,   1.588
trial_log-200217-101032_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.398,   0.532,   0.004,   1.338
trial_log-200217-101138_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.369,   0.501,  -0.018,   1.357
trial_log-200217-101413_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.594,   0.625,  -0.016,   1.051
trial_log-200217-101523_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.520,   0.603,   0.000,   1.159
trial_log-200217-101629_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.612,   0.686,   0.043,   1.122
trial_log-200217-101736_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.530,   0.624,   0.104,   1.176
trial_log-200217-101843_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.474,   0.581,   0.085,   1.227
trial_log-200217-101953_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.390,   0.523,   0.080,   1.342
trial_log-200217-102100_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.450,   0.607,  -0.126,   1.350
trial_log-200217-102212_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.455,   0.565,   0.041,   1.242
trial_log-200217-102322_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.559,   0.704,   0.066,   1.259
trial_log-200217-102431_task030_aud1_vis0_eps000_pp9_d1_.txt,   0.365,   0.509,  -0.136,   1.395
trial_log-200127-095530_task025_aud1_vis0_eps070_pp10_d1_.txt,   1.215,   0.903,   0.025,   0.743
trial_log-200127-095652_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.807,   0.703,   0.070,   0.871
trial_log-200127-095810_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.435,   0.488,   0.089,   1.121
trial_log-200127-095919_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.379,   0.461,   0.006,   1.214
trial_log-200127-100031_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.457,   0.576,   0.034,   1.261
trial_log-200127-100141_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.339,   0.525,  -0.096,   1.551
trial_log-200127-100250_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.310,   0.457,  -0.060,   1.473
trial_log-200127-100358_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.440,   0.545,  -0.078,   1.238
trial_log-200127-100507_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.352,   0.462,  -0.018,   1.314
trial_log-200127-100616_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.439,   0.544,  -0.021,   1.238
trial_log-200127-101733_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.468,   0.575,   0.006,   1.228
trial_log-200127-101843_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.519,   0.578,   0.090,   1.114
trial_log-200127-101951_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.524,   0.593,  -0.003,   1.131
trial_log-200127-102100_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.502,   0.588,  -0.018,   1.172
trial_log-200127-102208_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.452,   0.536,  -0.039,   1.185
trial_log-200127-102316_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.442,   0.526,  -0.024,   1.189
trial_log-200127-102425_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.384,   0.491,  -0.132,   1.278
trial_log-200127-102533_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.449,   0.540,   0.011,   1.202
trial_log-200127-102641_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.509,   0.612,   0.050,   1.201
trial_log-200127-102755_task025_aud1_vis0_eps070_pp10_d1_.txt,   1.096,   0.844,   0.022,   0.770
trial_log-200127-103042_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.924,   0.888,   0.030,   0.961
trial_log-200127-103150_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.856,   0.833,   0.074,   0.972
trial_log-200127-103256_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.768,   0.878,   0.021,   1.144
trial_log-200127-103405_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.634,   0.652,   0.071,   1.028
trial_log-200127-103514_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.532,   0.618,   0.030,   1.162
trial_log-200127-103625_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.576,   0.597,  -0.003,   1.037
trial_log-200127-103734_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.562,   0.571,   0.027,   1.015
trial_log-200127-103842_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.555,   0.611,  -0.025,   1.101
trial_log-200127-103949_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.537,   0.603,  -0.065,   1.123
trial_log-200127-104058_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.646,   0.594,   0.051,   0.919
trial_log-200127-105011_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.567,   0.616,   0.134,   1.086
trial_log-200127-105119_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.851,   0.780,   0.064,   0.916
trial_log-200127-105227_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.341,   0.454,   0.084,   1.334
trial_log-200127-105339_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.430,   0.491,   0.032,   1.144
trial_log-200127-105447_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.559,   0.625,   0.015,   1.118
trial_log-200127-105556_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.412,   0.512,   0.047,   1.243
trial_log-200127-105706_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.813,   0.729,   0.003,   0.896
trial_log-200127-105815_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.476,   0.547,   0.107,   1.150
trial_log-200127-105928_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.862,   0.820,   0.067,   0.951
trial_log-200127-110037_task025_aud1_vis0_eps070_pp10_d1_.txt,   0.820,   0.752,   0.044,   0.917
trial_log-200127-120911_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.498,   0.691,   0.183,   1.388
trial_log-200127-121029_task010_aud1_vis0_eps000_pp11_d1_.txt,   1.008,   0.858,   0.034,   0.851
trial_log-200127-121139_task010_aud1_vis0_eps000_pp11_d1_.txt,   1.110,   0.892,   0.001,   0.804
trial_log-200127-121246_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.941,   0.867,   0.054,   0.921
trial_log-200127-121353_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.883,   0.850,   0.082,   0.963
trial_log-200127-121501_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.672,   0.861,   0.057,   1.282
trial_log-200127-121607_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.277,   0.654,  -0.009,   2.356
trial_log-200127-121723_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.277,   0.742,  -0.050,   2.677
trial_log-200127-121832_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.506,   0.844,  -0.066,   1.667
trial_log-200127-121946_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.305,   0.790,  -0.058,   2.592
trial_log-200127-122248_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.692,   0.875,   0.016,   1.264
trial_log-200127-122356_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.671,   0.864,  -0.036,   1.287
trial_log-200127-122503_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.658,   0.867,  -0.048,   1.317
trial_log-200127-122609_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.953,   0.877,   0.040,   0.920
trial_log-200127-122715_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.931,   0.890,   0.054,   0.956
trial_log-200127-122821_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.653,   0.881,  -0.155,   1.350
trial_log-200127-122927_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.702,   0.825,   0.145,   1.176
trial_log-200127-123033_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.681,   0.857,   0.156,   1.260
trial_log-200127-123139_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.805,   0.879,   0.095,   1.092
trial_log-200127-123246_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.633,   0.857,  -0.102,   1.353
trial_log-200127-123504_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.940,   0.876,   0.022,   0.932
trial_log-200127-123610_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.798,   0.862,   0.137,   1.081
trial_log-200127-123716_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.950,   0.866,  -0.007,   0.912
trial_log-200127-123821_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.737,   0.826,   0.047,   1.122
trial_log-200127-123927_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.589,   0.823,   0.097,   1.398
trial_log-200127-124033_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.726,   0.894,   0.082,   1.232
trial_log-200127-124139_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.722,   0.840,   0.014,   1.163
trial_log-200127-124244_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.699,   0.915,   0.030,   1.309
trial_log-200127-124359_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.790,   0.856,   0.109,   1.083
trial_log-200127-124505_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.746,   0.884,   0.034,   1.185
trial_log-200127-125342_task010_aud1_vis0_eps000_pp11_d1_.txt,   1.143,   0.897,   0.056,   0.785
trial_log-200127-125450_task010_aud1_vis0_eps000_pp11_d1_.txt,   1.203,   0.902,   0.037,   0.749
trial_log-200127-125555_task010_aud1_vis0_eps000_pp11_d1_.txt,   1.012,   0.913,  -0.013,   0.902
trial_log-200127-125701_task010_aud1_vis0_eps000_pp11_d1_.txt,   1.197,   0.884,   0.049,   0.738
trial_log-200127-125806_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.864,   0.886,   0.072,   1.025
trial_log-200127-125913_task010_aud1_vis0_eps000_pp11_d1_.txt,   1.004,   0.875,   0.083,   0.871
trial_log-200127-130020_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.711,   0.872,  -0.010,   1.226
trial_log-200127-130128_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.883,   0.865,   0.054,   0.980
trial_log-200127-130233_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.686,   0.866,   0.046,   1.263
trial_log-200127-130339_task010_aud1_vis0_eps000_pp11_d1_.txt,   0.526,   0.840,   0.230,   1.598
trial_log-200213-114146_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.503,   0.579,   0.002,   1.152
trial_log-200213-114312_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.321,   0.462,   0.058,   1.440
trial_log-200213-114444_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.498,   0.587,   0.012,   1.179
trial_log-200213-114551_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.328,   0.530,  -0.004,   1.617
trial_log-200213-114705_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.470,   0.627,  -0.022,   1.334
trial_log-200213-114811_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.320,   0.616,   0.035,   1.926
trial_log-200213-114924_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.229,   0.414,   0.030,   1.802
trial_log-200213-115032_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.495,   0.554,  -0.004,   1.119
trial_log-200213-115141_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.423,   0.545,   0.062,   1.288
trial_log-200213-115249_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.432,   0.564,   0.020,   1.306
trial_log-200213-115736_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.469,   0.562,   0.046,   1.199
trial_log-200213-115843_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.444,   0.515,   0.021,   1.160
trial_log-200213-115949_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.413,   0.537,   0.053,   1.299
trial_log-200213-120054_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.408,   0.556,   0.047,   1.362
trial_log-200213-120200_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.677,   0.720,   0.072,   1.064
trial_log-200213-120309_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.659,   0.711,  -0.028,   1.078
trial_log-200213-120415_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.505,   0.614,   0.064,   1.216
trial_log-200213-120522_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.441,   0.643,   0.044,   1.456
trial_log-200213-120630_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.420,   0.635,   0.106,   1.513
trial_log-200213-120740_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.409,   0.569,   0.063,   1.392
trial_log-200213-121034_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.403,   0.603,  -0.019,   1.496
trial_log-200213-121140_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.420,   0.513,  -0.021,   1.222
trial_log-200213-121246_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.569,   0.633,  -0.017,   1.114
trial_log-200213-121354_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.563,   0.612,  -0.026,   1.088
trial_log-200213-121506_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.556,   0.647,  -0.031,   1.163
trial_log-200213-121613_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.559,   0.611,   0.003,   1.094
trial_log-200213-121720_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.420,   0.513,  -0.035,   1.220
trial_log-200213-121827_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.455,   0.624,   0.075,   1.370
trial_log-200213-121940_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.399,   0.484,  -0.034,   1.213
trial_log-200213-122049_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.625,   0.698,   0.026,   1.117
trial_log-200213-122525_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.344,   0.592,   0.043,   1.720
trial_log-200213-122637_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.356,   0.546,  -0.031,   1.533
trial_log-200213-122745_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.276,   0.536,   0.005,   1.944
trial_log-200213-122856_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.429,   0.535,   0.009,   1.247
trial_log-200213-123002_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.484,   0.606,  -0.024,   1.254
trial_log-200213-123113_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.438,   0.546,  -0.027,   1.248
trial_log-200213-123225_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.387,   0.594,  -0.019,   1.538
trial_log-200213-123335_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.739,   0.712,  -0.022,   0.965
trial_log-200213-123450_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.573,   0.668,  -0.005,   1.166
trial_log-200213-123607_task030_aud1_vis0_eps000_pp12_d1_.txt,   0.546,   0.706,   0.013,   1.293
trial_log-200128-143825_task010_aud1_vis0_eps000_pp13_d1_.txt,   0.918,   0.946,  -0.002,   1.031
trial_log-200128-143943_task010_aud1_vis0_eps000_pp13_d1_.txt,   0.594,   0.901,  -0.045,   1.517
trial_log-200128-144058_task010_aud1_vis0_eps000_pp13_d1_.txt,   0.771,   0.919,   0.012,   1.193
trial_log-200128-144206_task010_aud1_vis0_eps000_pp13_d1_.txt,   0.478,   0.873,   0.077,   1.828
trial_log-200128-144313_task010_aud1_vis0_eps000_pp13_d1_.txt,   0.572,   0.913,  -0.044,   1.596
trial_log-200128-144421_task010_aud1_vis0_eps000_pp13_d1_.txt,   0.635,   0.915,   0.026,   1.441
trial_log-200128-144528_task010_aud1_vis0_eps000_pp13_d1_.txt,   0.763,   0.936,  -0.019,   1.227
trial_log-200128-144640_task010_aud1_vis0_eps000_pp13_d1_.txt,   0.623,   0.925,  -0.023,   1.484
trial_log-200128-144748_task010_aud1_vis0_eps000_pp13_d1_.txt,   0.889,   0.930,  -0.053,   1.046
trial_log-200128-144856_task010_aud1_vis0_eps000_pp13_d1_.txt,   0.723,   0.905,   0.050,   1.251
trial_log-200128-145412_task010_aud1_vis0_eps000_pp13_d1_.txt,   1.307,   0.948,  -0.000,   0.725
trial_log-200128-145527_task010_aud1_vis0_eps000_pp13_d1_.txt,   0.876,   0.941,  -0.005,   1.074
trial_log-200128-145635_task010_aud1_vis0_eps000_pp13_d1_.txt,   0.745,   0.912,  -0.056,   1.225
trial_log-200128-145743_task010_aud1_vis0_eps000_pp13_d1_.txt,   1.432,   0.961,  -0.043,   0.671
trial_log-200128-145851_task010_aud1_vis0_eps000_pp13_d1_.txt,   0.931,   0.922,   0.043,   0.990
trial_log-200128-145959_task010_aud1_vis0_eps000_pp13_d1_.txt,   0.451,   0.869,   0.161,   1.929
trial_log-200128-150113_task010_aud1_vis0_eps000_pp13_d1_.txt,   1.086,   0.951,  -0.034,   0.876
trial_log-200128-150220_task010_aud1_vis0_eps000_pp13_d1_.txt,   1.344,   0.929,   0.065,   0.692
trial_log-200128-150328_task010_aud1_vis0_eps000_pp13_d1_.txt,   0.692,   0.871,   0.117,   1.260
trial_log-200128-150435_task010_aud1_vis0_eps000_pp13_d1_.txt,   1.222,   0.937,   0.025,   0.767
trial_log-200128-151524_task010_aud1_vis0_eps000_pp13_d1_.txt,   1.131,   0.955,   0.081,   0.845
trial_log-200128-151635_task010_aud1_vis0_eps000_pp13_d1_.txt,   1.132,   0.945,  -0.047,   0.835
trial_log-200128-151740_task010_aud1_vis0_eps000_pp13_d1_.txt,   0.568,   0.873,  -0.039,   1.536
trial_log-200128-151849_task010_aud1_vis0_eps000_pp13_d1_.txt,   1.010,   0.924,  -0.039,   0.915
trial_log-200128-151955_task010_aud1_vis0_eps000_pp13_d1_.txt,   1.079,   0.931,   0.063,   0.863
trial_log-200128-152104_task010_aud1_vis0_eps000_pp13_d1_.txt,   1.501,   0.944,   0.029,   0.629
trial_log-200128-152211_task010_aud1_vis0_eps000_pp13_d1_.txt,   1.293,   0.959,   0.096,   0.742
trial_log-200128-152320_task010_aud1_vis0_eps000_pp13_d1_.txt,   0.923,   0.841,   0.047,   0.912
trial_log-200128-152427_task010_aud1_vis0_eps000_pp13_d1_.txt,   0.866,   0.899,   0.007,   1.037
trial_log-200128-152541_task010_aud1_vis0_eps000_pp13_d1_.txt,   1.006,   0.944,   0.023,   0.939
trial_log-200128-152848_task010_aud1_vis0_eps000_pp13_d1_.txt,   1.036,   0.924,   0.051,   0.892
trial_log-200128-152954_task010_aud1_vis0_eps000_pp13_d1_.txt,   0.582,   0.872,  -0.141,   1.498
trial_log-200128-153101_task010_aud1_vis0_eps000_pp13_d1_.txt,   1.249,   0.948,   0.030,   0.760
trial_log-200128-153208_task010_aud1_vis0_eps000_pp13_d1_.txt,   0.734,   0.942,  -0.070,   1.284
trial_log-200128-153316_task010_aud1_vis0_eps000_pp13_d1_.txt,   0.962,   0.944,  -0.026,   0.982
trial_log-200128-153423_task010_aud1_vis0_eps000_pp13_d1_.txt,   0.686,   0.873,   0.162,   1.272
trial_log-200128-153531_task010_aud1_vis0_eps000_pp13_d1_.txt,   0.720,   0.938,  -0.158,   1.302
trial_log-200128-153638_task010_aud1_vis0_eps000_pp13_d1_.txt,   0.855,   0.925,   0.020,   1.082
trial_log-200128-153745_task010_aud1_vis0_eps000_pp13_d1_.txt,   1.151,   0.931,   0.077,   0.809
trial_log-200128-153851_task010_aud1_vis0_eps000_pp13_d1_.txt,   1.223,   0.933,   0.011,   0.763
trial_log-200129-093933_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.362,   0.453,  -0.149,   1.250
trial_log-200129-094051_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.632,   0.606,  -0.139,   0.958
trial_log-200129-094202_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.382,   0.478,  -0.056,   1.249
trial_log-200129-094321_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.472,   0.536,  -0.119,   1.136
trial_log-200129-094430_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.439,   0.499,  -0.154,   1.137
trial_log-200129-094538_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.452,   0.481,  -0.019,   1.063
trial_log-200129-094647_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.442,   0.449,  -0.036,   1.015
trial_log-200129-094754_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.462,   0.470,  -0.132,   1.017
trial_log-200129-094904_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.628,   0.632,  -0.158,   1.007
trial_log-200129-095013_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.459,   0.435,  -0.072,   0.947
trial_log-200129-095246_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.448,   0.485,  -0.193,   1.083
trial_log-200129-095357_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.537,   0.551,  -0.114,   1.026
trial_log-200129-095505_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.596,   0.578,  -0.020,   0.971
trial_log-200129-095614_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.531,   0.486,  -0.017,   0.914
trial_log-200129-095722_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.463,   0.468,   0.031,   1.011
trial_log-200129-095832_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.476,   0.529,  -0.154,   1.111
trial_log-200129-095940_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.323,   0.380,  -0.096,   1.174
trial_log-200129-100055_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.401,   0.480,  -0.228,   1.199
trial_log-200129-100204_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.249,   0.301,  -0.146,   1.208
trial_log-200129-100324_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.195,   0.340,  -0.127,   1.739
trial_log-200129-100659_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.502,   0.749,  -0.251,   1.490
trial_log-200129-100808_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.609,   0.699,  -0.238,   1.148
trial_log-200129-100926_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.512,   0.650,  -0.208,   1.271
trial_log-200129-101034_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.538,   0.607,  -0.172,   1.129
trial_log-200129-101143_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.384,   0.450,  -0.260,   1.171
trial_log-200129-101251_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.454,   0.577,  -0.142,   1.270
trial_log-200129-101359_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.467,   0.611,  -0.134,   1.310
trial_log-200129-101507_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.474,   0.529,  -0.150,   1.115
trial_log-200129-101616_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.370,   0.522,  -0.130,   1.410
trial_log-200129-101728_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.354,   0.433,  -0.112,   1.222
trial_log-200129-101943_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.602,   0.705,  -0.189,   1.172
trial_log-200129-102058_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.609,   0.639,  -0.204,   1.050
trial_log-200129-102207_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.366,   0.556,  -0.164,   1.521
trial_log-200129-102316_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.430,   0.489,  -0.195,   1.138
trial_log-200129-102425_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.441,   0.507,  -0.068,   1.149
trial_log-200129-102533_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.501,   0.483,  -0.083,   0.964
trial_log-200129-102641_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.557,   0.563,   0.022,   1.012
trial_log-200129-102752_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.632,   0.586,  -0.057,   0.927
trial_log-200129-102902_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.407,   0.476,   0.052,   1.170
trial_log-200129-103020_task025_aud1_vis0_eps070_pp14_d1_.txt,   0.467,   0.551,   0.083,   1.178
trial_log-200129-113904_task010_aud1_vis0_eps000_pp15_d1_.txt,   0.606,   0.844,  -0.151,   1.394
trial_log-200129-114017_task010_aud1_vis0_eps000_pp15_d1_.txt,   0.821,   0.774,  -0.037,   0.943
trial_log-200129-114127_task010_aud1_vis0_eps000_pp15_d1_.txt,   0.602,   0.666,  -0.055,   1.107
trial_log-200129-114236_task010_aud1_vis0_eps000_pp15_d1_.txt,   1.079,   0.916,  -0.004,   0.849
trial_log-200129-114343_task010_aud1_vis0_eps000_pp15_d1_.txt,   1.217,   0.942,  -0.051,   0.774
