raw data file,score,cmax,tau,rmse
trial_log-200129-114453_task010_aud1_vis0_eps000_pp15_d1_.txt,   0.927,   0.860,  -0.061,   0.927
trial_log-200129-114600_task010_aud1_vis0_eps000_pp15_d1_.txt,   0.860,   0.872,  -0.096,   1.014
trial_log-200129-114710_task010_aud1_vis0_eps000_pp15_d1_.txt,   0.959,   0.853,  -0.071,   0.889
trial_log-200129-114823_task010_aud1_vis0_eps000_pp15_d1_.txt,   1.208,   0.912,  -0.002,   0.755
trial_log-200129-114933_task010_aud1_vis0_eps000_pp15_d1_.txt,   0.927,   0.867,  -0.075,   0.936
trial_log-200129-115610_task010_aud1_vis0_eps000_pp15_d1_.txt,   0.933,   0.868,  -0.080,   0.929
trial_log-200129-115720_task010_aud1_vis0_eps000_pp15_d1_.txt,   0.772,   0.835,  -0.152,   1.082
trial_log-200129-115833_task010_aud1_vis0_eps000_pp15_d1_.txt,   0.650,   0.788,  -0.022,   1.213
trial_log-200129-115944_task010_aud1_vis0_eps000_pp15_d1_.txt,   0.683,   0.789,  -0.103,   1.155
trial_log-200129-120052_task010_aud1_vis0_eps000_pp15_d1_.txt,   0.913,   0.946,  -0.108,   1.036
trial_log-200129-120201_task010_aud1_vis0_eps000_pp15_d1_.txt,   0.724,   0.931,  -0.181,   1.287
trial_log-200129-120312_task010_aud1_vis0_eps000_pp15_d1_.txt,   0.804,   0.904,  -0.154,   1.124
trial_log-200129-120420_task010_aud1_vis0_eps000_pp15_d1_.txt,   1.070,   0.930,  -0.117,   0.870
trial_log-200129-120530_task010_aud1_vis0_eps000_pp15_d1_.txt,   1.132,   0.899,  -0.070,   0.794
trial_log-200129-120640_task010_aud1_vis0_eps000_pp15_d1_.txt,   1.205,   0.892,  -0.029,   0.740
trial_log-200129-121241_task010_aud1_vis0_eps000_pp15_d1_.txt,   0.992,   0.903,   0.038,   0.911
trial_log-200129-121349_task010_aud1_vis0_eps000_pp15_d1_.txt,   1.550,   0.953,  -0.023,   0.615
trial_log-200129-121516_task010_aud1_vis0_eps000_pp15_d1_.txt,   1.409,   0.930,  -0.048,   0.660
trial_log-200129-121624_task010_aud1_vis0_eps000_pp15_d1_.txt,   1.115,   0.943,  -0.107,   0.846
trial_log-200129-121736_task010_aud1_vis0_eps000_pp15_d1_.txt,   0.797,   0.813,   0.009,   1.020
trial_log-200129-121846_task010_aud1_vis0_eps000_pp15_d1_.txt,   0.947,   0.898,  -0.100,   0.949
trial_log-200129-121957_task010_aud1_vis0_eps000_pp15_d1_.txt,   0.819,   0.759,   0.054,   0.926
trial_log-200129-122106_task010_aud1_vis0_eps000_pp15_d1_.txt,   1.111,   0.925,   0.010,   0.832
trial_log-200129-122214_task010_aud1_vis0_eps000_pp15_d1_.txt,   0.807,   0.810,  -0.002,   1.003
trial_log-200129-122322_task010_aud1_vis0_eps000_pp15_d1_.txt,   1.304,   0.942,  -0.028,   0.723
trial_log-200129-123517_task010_aud1_vis0_eps000_pp15_d1_.txt,   1.212,   0.928,   0.055,   0.766
trial_log-200129-123623_task010_aud1_vis0_eps000_pp15_d1_.txt,   1.482,   0.945,  -0.017,   0.637
trial_log-200129-123731_task010_aud1_vis0_eps000_pp15_d1_.txt,   1.016,   0.920,  -0.056,   0.906
trial_log-200129-123837_task010_aud1_vis0_eps000_pp15_d1_.txt,   0.871,   0.934,  -0.107,   1.072
trial_log-200129-123945_task010_aud1_vis0_eps000_pp15_d1_.txt,   1.186,   0.935,  -0.064,   0.789
trial_log-200129-124051_task010_aud1_vis0_eps000_pp15_d1_.txt,   1.230,   0.920,   0.007,   0.748
trial_log-200129-124159_task010_aud1_vis0_eps000_pp15_d1_.txt,   1.246,   0.950,  -0.073,   0.763
trial_log-200129-124308_task010_aud1_vis0_eps000_pp15_d1_.txt,   1.085,   0.917,   0.003,   0.845
trial_log-200129-124416_task010_aud1_vis0_eps000_pp15_d1_.txt,   1.131,   0.899,   0.007,   0.795
trial_log-200129-124524_task010_aud1_vis0_eps000_pp15_d1_.txt,   1.365,   0.912,   0.037,   0.668
trial_log-200218-093008_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.533,   0.941,   0.117,   1.766
trial_log-200218-093124_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.377,   0.905,   0.112,   2.397
trial_log-200218-093235_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.263,   0.870,   0.126,   3.305
trial_log-200218-093349_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.434,   0.902,   0.259,   2.076
trial_log-200218-093456_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.374,   0.901,   0.034,   2.407
trial_log-200218-093603_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.452,   0.881,   0.215,   1.949
trial_log-200218-093711_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.611,   0.883,   0.122,   1.444
trial_log-200218-093819_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.288,   0.675,  -0.002,   2.342
trial_log-200218-093927_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.321,   0.794,   0.177,   2.477
trial_log-200218-094033_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.329,   0.690,   0.069,   2.095
trial_log-200218-094317_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.327,   0.852,   0.148,   2.605
trial_log-200218-094425_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.298,   0.823,   0.265,   2.760
trial_log-200218-094536_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.348,   0.819,   0.141,   2.351
trial_log-200218-094645_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.456,   0.902,   0.129,   1.979
trial_log-200218-094752_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.455,   0.863,   0.080,   1.897
trial_log-200218-094859_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.352,   0.806,   0.179,   2.288
trial_log-200218-095008_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.335,   0.777,   0.235,   2.318
trial_log-200218-095117_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.350,   0.911,   0.217,   2.598
trial_log-200218-095226_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.287,   0.724,   0.226,   2.524
trial_log-200218-095333_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.609,   0.945,   0.112,   1.551
trial_log-200218-100114_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.751,   0.893,   0.060,   1.189
trial_log-200218-100222_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.714,   0.927,   0.085,   1.299
trial_log-200218-100330_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.427,   0.790,   0.106,   1.849
trial_log-200218-100440_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.550,   0.918,   0.132,   1.668
trial_log-200218-100547_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.539,   0.897,   0.170,   1.664
trial_log-200218-100655_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.475,   0.915,   0.159,   1.925
trial_log-200218-100802_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.695,   0.931,   0.104,   1.340
trial_log-200218-100909_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.551,   0.916,  -0.002,   1.662
trial_log-200218-101015_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.494,   0.893,   0.080,   1.809
trial_log-200218-101121_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.476,   0.876,  -0.076,   1.840
trial_log-200218-101328_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.452,   0.851,   0.111,   1.881
trial_log-200218-101434_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.546,   0.871,   0.073,   1.594
trial_log-200218-101543_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.781,   0.948,   0.022,   1.214
trial_log-200218-101651_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.501,   0.897,   0.005,   1.792
trial_log-200218-101758_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.460,   0.821,   0.056,   1.784
trial_log-200218-101905_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.635,   0.917,   0.107,   1.444
trial_log-200218-102014_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.548,   0.894,   0.100,   1.631
trial_log-200218-102121_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.747,   0.941,   0.070,   1.259
trial_log-200218-102229_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.535,   0.858,   0.017,   1.604
trial_log-200218-102336_task010_aud1_vis0_eps000_pp16_d1_.txt,   0.689,   0.954,   0.075,   1.384
trial_log-200220-133023_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.308,   0.454,   0.037,   1.473
trial_log-200220-133136_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.396,   0.529,   0.021,   1.335
trial_log-200220-133247_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.394,   0.460,  -0.065,   1.168
trial_log-200220-133355_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.327,   0.501,   0.043,   1.530
trial_log-200220-133506_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.301,   0.446,  -0.181,   1.483
trial_log-200220-133615_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.305,   0.431,   0.272,   1.411
trial_log-200220-133749_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.249,   0.435,  -0.184,   1.748
trial_log-200220-133900_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.380,   0.403,   0.034,   1.060
trial_log-200220-134033_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.485,   0.500,  -0.094,   1.029
trial_log-200220-134142_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.532,   0.529,  -0.170,   0.993
trial_log-200220-135232_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.454,   0.507,   0.060,   1.117
trial_log-200220-135340_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.445,   0.506,  -0.137,   1.136
trial_log-200220-135449_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.362,   0.479,   0.055,   1.325
trial_log-200220-135557_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.418,   0.473,  -0.105,   1.131
trial_log-200220-135705_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.337,   0.432,   0.049,   1.281
trial_log-200220-135816_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.468,   0.519,  -0.076,   1.110
trial_log-200220-135923_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.361,   0.447,  -0.126,   1.237
trial_log-200220-140033_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.320,   0.395,  -0.041,   1.233
trial_log-200220-140144_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.291,   0.440,   0.347,   1.512
trial_log-200220-140253_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.503,   0.522,   0.027,   1.036
trial_log-200220-140810_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.516,   0.523,  -0.222,   1.014
trial_log-200220-140922_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.411,   0.444,   0.021,   1.082
trial_log-200220-141029_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.568,   0.570,   0.053,   1.002
trial_log-200220-141136_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.365,   0.364,   0.058,   0.996
trial_log-200220-141244_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.433,   0.412,  -0.059,   0.952
trial_log-200220-141351_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.448,   0.444,  -0.008,   0.992
trial_log-200220-141459_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.443,   0.469,   0.113,   1.059
trial_log-200220-141606_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.319,   0.328,  -0.031,   1.028
trial_log-200220-141712_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.284,   0.308,  -0.043,   1.084
trial_log-200220-141822_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.412,   0.419,  -0.095,   1.017
trial_log-200220-142328_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.433,   0.434,  -0.291,   1.001
trial_log-200220-142436_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.441,   0.482,  -0.200,   1.093
trial_log-200220-142544_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.326,   0.350,  -0.206,   1.073
trial_log-200220-142651_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.390,   0.397,  -0.032,   1.017
trial_log-200220-142758_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.373,   0.400,  -0.025,   1.073
trial_log-200220-142907_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.375,   0.392,  -0.170,   1.044
trial_log-200220-143013_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.463,   0.469,  -0.158,   1.013
trial_log-200220-143124_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.440,   0.499,  -0.184,   1.134
trial_log-200220-143231_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.404,   0.428,  -0.060,   1.059
trial_log-200220-143342_task025_aud1_vis0_eps070_pp17_d1_.txt,   0.387,   0.414,  -0.177,   1.070
trial_log-200203-094135_task010_aud1_vis0_eps000_pp18_d1_.txt,   0.760,   0.880,   0.004,   1.158
trial_log-200203-094301_task010_aud1_vis0_eps000_pp18_d1_.txt,   1.210,   0.880,   0.011,   0.727
trial_log-200203-094414_task010_aud1_vis0_eps000_pp18_d1_.txt,   0.925,   0.911,  -0.048,   0.985
trial_log-200203-094526_task010_aud1_vis0_eps000_pp18_d1_.txt,   0.933,   0.851,   0.029,   0.913
trial_log-200203-094634_task010_aud1_vis0_eps000_pp18_d1_.txt,   0.873,   0.858,  -0.001,   0.983
trial_log-200203-094749_task010_aud1_vis0_eps000_pp18_d1_.txt,   0.883,   0.876,   0.007,   0.992
trial_log-200203-094857_task010_aud1_vis0_eps000_pp18_d1_.txt,   0.684,   0.781,  -0.025,   1.142
trial_log-200203-095011_task010_aud1_vis0_eps000_pp18_d1_.txt,   0.918,   0.839,  -0.033,   0.915
trial_log-200203-095119_task010_aud1_vis0_eps000_pp18_d1_.txt,   0.810,   0.860,  -0.039,   1.061
trial_log-200203-095228_task010_aud1_vis0_eps000_pp18_d1_.txt,   0.710,   0.831,   0.004,   1.171
trial_log-200203-095937_task010_aud1_vis0_eps000_pp18_d1_.txt,   0.821,   0.858,  -0.002,   1.045
trial_log-200203-100052_task010_aud1_vis0_eps000_pp18_d1_.txt,   0.868,   0.843,   0.011,   0.972
trial_log-200203-100159_task010_aud1_vis0_eps000_pp18_d1_.txt,   1.357,   0.907,  -0.005,   0.668
trial_log-200203-100314_task010_aud1_vis0_eps000_pp18_d1_.txt,   1.441,   0.895,   0.016,   0.621
trial_log-200203-100426_task010_aud1_vis0_eps000_pp18_d1_.txt,   1.141,   0.876,  -0.000,   0.768
trial_log-200203-100625_task010_aud1_vis0_eps000_pp18_d1_.txt,   0.955,   0.905,  -0.042,   0.948
trial_log-200203-100805_task010_aud1_vis0_eps000_pp18_d1_.txt,   0.700,   0.798,   0.047,   1.140
trial_log-200203-100915_task010_aud1_vis0_eps000_pp18_d1_.txt,   0.813,   0.843,  -0.052,   1.037
trial_log-200203-101025_task010_aud1_vis0_eps000_pp18_d1_.txt,   0.838,   0.870,  -0.016,   1.039
trial_log-200203-101135_task010_aud1_vis0_eps000_pp18_d1_.txt,   1.131,   0.906,  -0.041,   0.801
trial_log-200203-101753_task010_aud1_vis0_eps000_pp18_d1_.txt,   0.911,   0.877,  -0.017,   0.963
trial_log-200203-101937_task010_aud1_vis0_eps000_pp18_d1_.txt,   0.871,   0.884,  -0.040,   1.015
trial_log-200203-102045_task010_aud1_vis0_eps000_pp18_d1_.txt,   1.281,   0.932,  -0.051,   0.727
trial_log-200203-102206_task010_aud1_vis0_eps000_pp18_d1_.txt,   1.015,   0.851,   0.001,   0.838
trial_log-200203-102347_task010_aud1_vis0_eps000_pp18_d1_.txt,   0.168,   0.368,   0.137,   2.191
trial_log-200203-102515_task010_aud1_vis0_eps000_pp18_d1_.txt,   1.252,   0.899,  -0.035,   0.718
trial_log-200203-102631_task010_aud1_vis0_eps000_pp18_d1_.txt,   1.122,   0.899,  -0.007,   0.801
trial_log-200203-102742_task010_aud1_vis0_eps000_pp18_d1_.txt,   1.128,   0.914,  -0.013,   0.810
trial_log-200203-102852_task010_aud1_vis0_eps000_pp18_d1_.txt,   1.208,   0.909,  -0.010,   0.752
trial_log-200203-103106_task010_aud1_vis0_eps000_pp18_d1_.txt,   0.988,   0.858,   0.036,   0.868
trial_log-200203-103213_task010_aud1_vis0_eps000_pp18_d1_.txt,   1.255,   0.929,  -0.059,   0.741
trial_log-200203-103320_task010_aud1_vis0_eps000_pp18_d1_.txt,   1.051,   0.897,  -0.024,   0.854
trial_log-200203-103428_task010_aud1_vis0_eps000_pp18_d1_.txt,   1.243,   0.910,  -0.011,   0.732
trial_log-200203-103537_task010_aud1_vis0_eps000_pp18_d1_.txt,   0.989,   0.907,  -0.044,   0.917
trial_log-200203-103644_task010_aud1_vis0_eps000_pp18_d1_.txt,   0.943,   0.904,  -0.052,   0.959
trial_log-200203-103754_task010_aud1_vis0_eps000_pp18_d1_.txt,   0.957,   0.874,  -0.046,   0.912
trial_log-200203-103904_task010_aud1_vis0_eps000_pp18_d1_.txt,   0.898,   0.906,  -0.037,   1.009
trial_log-200203-104013_task010_aud1_vis0_eps000_pp18_d1_.txt,   0.960,   0.889,  -0.003,   0.926
trial_log-200203-104123_task010_aud1_vis0_eps000_pp18_d1_.txt,   1.006,   0.877,   0.008,   0.872
trial_log-200203-113552_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.204,   0.490,  -0.012,   2.405
trial_log-200203-113706_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.339,   0.660,   0.021,   1.946
trial_log-200203-113828_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.303,   0.503,  -0.020,   1.660
trial_log-200203-113940_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.192,   0.423,   0.057,   2.202
trial_log-200203-114051_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.278,   0.629,   0.034,   2.260
trial_log-200203-114202_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.240,   0.495,   0.052,   2.064
trial_log-200203-114309_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.222,   0.496,   0.031,   2.229
trial_log-200203-114418_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.202,   0.491,   0.134,   2.425
trial_log-200203-114535_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.170,   0.416,   0.053,   2.451
trial_log-200203-114644_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.241,   0.523,   0.066,   2.168
trial_log-200203-115033_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.239,   0.507,   0.044,   2.120
trial_log-200203-115143_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.337,   0.668,  -0.009,   1.979
trial_log-200203-115250_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.338,   0.555,   0.012,   1.644
trial_log-200203-115410_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.264,   0.507,   0.064,   1.920
trial_log-200203-115519_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.209,   0.388,   0.041,   1.852
trial_log-200203-115626_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.349,   0.504,   0.037,   1.444
trial_log-200203-115738_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.392,   0.543,   0.013,   1.383
trial_log-200203-115849_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.389,   0.550,  -0.036,   1.416
trial_log-200203-115959_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.381,   0.546,   0.019,   1.433
trial_log-200203-120109_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.374,   0.524,   0.001,   1.398
trial_log-200203-120607_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.364,   0.555,   0.009,   1.524
trial_log-200203-120717_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.371,   0.572,   0.016,   1.540
trial_log-200203-120827_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.340,   0.523,   0.086,   1.539
trial_log-200203-120935_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.262,   0.448,   0.016,   1.709
trial_log-200203-121042_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.285,   0.438,   0.102,   1.537
trial_log-200203-121153_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.274,   0.450,   0.018,   1.644
trial_log-200203-121300_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.314,   0.482,   0.037,   1.534
trial_log-200203-121409_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.250,   0.435,   0.136,   1.741
trial_log-200203-121518_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.321,   0.530,   0.066,   1.651
trial_log-200203-121626_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.244,   0.430,   0.062,   1.761
trial_log-200203-122027_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.307,   0.563,   0.052,   1.831
trial_log-200203-122137_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.291,   0.472,   0.022,   1.619
trial_log-200203-122246_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.326,   0.542,   0.049,   1.662
trial_log-200203-122355_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.363,   0.532,   0.015,   1.466
trial_log-200203-122502_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.486,   0.623,   0.023,   1.283
trial_log-200203-122617_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.383,   0.541,   0.025,   1.411
trial_log-200203-122725_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.336,   0.525,   0.036,   1.563
trial_log-200203-122840_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.309,   0.441,   0.035,   1.425
trial_log-200203-122948_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.308,   0.501,  -0.001,   1.625
trial_log-200203-123057_task030_aud1_vis0_eps000_pp19_d1_.txt,   0.328,   0.514,   0.043,   1.565
trial_log-200219-140807_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.342,   0.476,  -0.033,   1.392
trial_log-200219-140924_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.186,   0.345,  -0.021,   1.857
trial_log-200219-141051_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.288,   0.403,   0.072,   1.400
trial_log-200219-141157_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.281,   0.355,   0.009,   1.261
trial_log-200219-141304_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.336,   0.399,   0.051,   1.188
trial_log-200219-141410_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.305,   0.392,  -0.021,   1.288
trial_log-200219-141516_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.368,   0.481,  -0.035,   1.309
trial_log-200219-141622_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.350,   0.460,   0.044,   1.315
trial_log-200219-141728_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.442,   0.511,   0.002,   1.156
trial_log-200219-141836_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.283,   0.376,   0.060,   1.328
trial_log-200219-142204_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.246,   0.395,  -0.089,   1.608
trial_log-200219-142315_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.261,   0.387,   0.028,   1.482
trial_log-200219-142422_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.236,   0.342,   0.058,   1.450
trial_log-200219-142531_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.311,   0.411,  -0.049,   1.323
trial_log-200219-142638_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.281,   0.403,  -0.022,   1.433
trial_log-200219-142745_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.295,   0.382,   0.097,   1.295
trial_log-200219-142851_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.366,   0.459,  -0.015,   1.255
trial_log-200219-143003_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.347,   0.420,   0.049,   1.212
trial_log-200219-143110_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.478,   0.580,   0.019,   1.215
trial_log-200219-143217_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.366,   0.458,   0.063,   1.253
trial_log-200219-144436_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.274,   0.381,   0.085,   1.392
trial_log-200219-144544_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.410,   0.481,  -0.026,   1.173
trial_log-200219-144650_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.229,   0.310,   0.082,   1.354
trial_log-200219-144759_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.271,   0.389,   0.071,   1.435
trial_log-200219-144907_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.332,   0.427,   0.071,   1.284
trial_log-200219-145013_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.245,   0.318,   0.070,   1.300
trial_log-200219-145119_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.231,   0.310,  -0.026,   1.344
trial_log-200219-145230_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.288,   0.367,   0.014,   1.274
trial_log-200219-145341_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.289,   0.361,  -0.052,   1.249
trial_log-200219-145449_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.236,   0.333,   0.053,   1.412
trial_log-200219-150822_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.229,   0.357,  -0.052,   1.558
trial_log-200219-150930_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.274,   0.387,  -0.065,   1.414
trial_log-200219-151036_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.394,   0.574,   0.045,   1.458
trial_log-200219-151143_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.526,   0.597,  -0.034,   1.135
trial_log-200219-151259_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.747,   0.722,  -0.026,   0.967
trial_log-200219-151409_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.331,   0.433,   0.100,   1.311
trial_log-200219-151528_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.274,   0.379,  -0.005,   1.382
trial_log-200219-151635_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.371,   0.490,   0.038,   1.322
trial_log-200219-151743_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.486,   0.576,   0.009,   1.185
trial_log-200219-151850_task030_aud1_vis0_eps000_pp20_d1_.txt,   0.549,   0.658,  -0.051,   1.197
trial_log-200224-153249_task010_aud1_vis0_eps000_pp21_d1_.txt,   0.272,   0.550,  -0.203,   2.019
trial_log-200224-153407_task010_aud1_vis0_eps000_pp21_d1_.txt,   0.250,   0.523,  -0.056,   2.096
trial_log-200224-153524_task010_aud1_vis0_eps000_pp21_d1_.txt,   0.191,   0.451,  -0.165,   2.359
trial_log-200224-153637_task010_aud1_vis0_eps000_pp21_d1_.txt,   0.245,   0.448,  -0.125,   1.828
trial_log-200224-153745_task010_aud1_vis0_eps000_pp21_d1_.txt,   0.340,   0.548,  -0.054,   1.611
trial_log-200224-153852_task010_aud1_vis0_eps000_pp21_d1_.txt,   0.415,   0.686,   0.107,   1.652
trial_log-200224-153959_task010_aud1_vis0_eps000_pp21_d1_.txt,   0.246,   0.537,  -0.166,   2.182
trial_log-200224-154106_task010_aud1_vis0_eps000_pp21_d1_.txt,   0.379,   0.704,  -0.138,   1.859
trial_log-200224-154213_task010_aud1_vis0_eps000_pp21_d1_.txt,   0.507,   0.755,   0.032,   1.488
